tasks,offlines,repeat,tag,date,init,limit,setup,time,calls
10,25,11,pusty,2007-01-08 09:04:01,2,0,1,0.30,1780550
10,25,11,pusty,2007-01-08 09:04:01,2,1,1,0.00,3305
10,25,11,pusty,2007-01-08 09:04:01,2,2,1,0.00,1776
10,25,11,pusty,2007-01-08 09:04:02,2,3,1,0.00,1768
10,25,11,pusty,2007-01-08 09:04:02,3,0,1,0.16,987442
10,25,11,pusty,2007-01-08 09:04:02,3,1,1,0.02,376
10,25,11,pusty,2007-01-08 09:04:02,3,2,1,0.01,243
10,25,11,pusty,2007-01-08 09:04:02,3,3,1,0.02,235
10,25,12,pusty,2007-01-07 22:34:19,1,0,2,0.49,3145325
10,25,12,pusty,2007-01-07 22:34:19,1,1,2,0.00,32244
10,25,12,pusty,2007-01-07 22:34:19,1,2,2,0.00,3637
10,25,12,pusty,2007-01-07 22:34:19,1,3,2,0.00,4233
10,25,12,pusty,2007-01-07 22:34:20,2,0,2,0.40,2618622
10,25,12,pusty,2007-01-07 22:34:20,2,1,2,0.00,6274
10,25,12,pusty,2007-01-07 22:34:20,2,2,2,0.00,408
10,25,12,pusty,2007-01-07 22:34:20,2,3,2,0.00,854
10,25,12,pusty,2007-01-07 22:34:20,3,0,2,0.43,2618326
10,25,12,pusty,2007-01-07 22:34:20,3,1,2,0.02,5826
10,25,12,pusty,2007-01-07 22:34:21,3,2,2,0.02,11
10,25,12,pusty,2007-01-07 22:34:21,3,3,2,0.02,632
10,25,12,pusty,2007-01-08 09:04:02,1,0,1,0.48,3060638
10,25,12,pusty,2007-01-08 09:04:03,1,1,1,0.02,26974
10,25,12,pusty,2007-01-08 09:04:03,1,2,1,0.00,3185
10,25,12,pusty,2007-01-08 09:04:03,1,3,1,0.00,3774
10,25,12,pusty,2007-01-08 09:04:03,2,0,1,0.46,3145325
10,25,12,pusty,2007-01-08 09:04:03,2,1,1,0.00,32244
10,25,12,pusty,2007-01-08 09:04:03,2,2,1,0.00,3637
10,25,12,pusty,2007-01-08 09:04:03,2,3,1,0.00,4233
10,25,12,pusty,2007-01-08 09:04:04,3,0,1,0.45,2618326
10,25,12,pusty,2007-01-08 09:04:04,3,1,1,0.02,5826
10,25,12,pusty,2007-01-08 09:04:04,3,2,1,0.01,11
10,25,12,pusty,2007-01-08 09:04:04,3,3,1,0.02,632
10,25,13,pusty,2007-01-07 22:34:21,1,0,2,0.15,922833
10,25,13,pusty,2007-01-07 22:34:21,1,1,2,0.00,892
10,25,13,pusty,2007-01-07 22:34:21,1,2,2,0.00,834
10,25,13,pusty,2007-01-07 22:34:21,1,3,2,0.00,784
10,25,13,pusty,2007-01-07 22:34:21,2,0,2,0.06,383553
10,25,13,pusty,2007-01-07 22:34:21,2,1,2,0.00,222
10,25,13,pusty,2007-01-07 22:34:21,2,2,2,0.00,218
10,25,13,pusty,2007-01-07 22:34:21,2,3,2,0.00,185
10,25,13,pusty,2007-01-07 22:34:21,3,0,2,0.07,383502
10,25,13,pusty,2007-01-07 22:34:21,3,1,2,0.02,130
10,25,13,pusty,2007-01-07 22:34:21,3,2,2,0.02,130
10,25,13,pusty,2007-01-07 22:34:22,3,3,2,0.02,97
10,25,13,pusty,2007-01-08 09:04:04,1,0,1,0.12,449717
10,25,13,pusty,2007-01-08 09:04:04,1,1,1,0.00,156
10,25,13,pusty,2007-01-08 09:04:04,1,2,1,0.00,154
10,25,13,pusty,2007-01-08 09:04:04,1,3,1,0.00,115
10,25,13,pusty,2007-01-08 09:04:05,2,0,1,0.14,922833
10,25,13,pusty,2007-01-08 09:04:05,2,1,1,0.00,892
10,25,13,pusty,2007-01-08 09:04:05,2,2,1,0.00,834
10,25,13,pusty,2007-01-08 09:04:05,2,3,1,0.00,784
10,25,13,pusty,2007-01-08 09:04:05,3,0,1,0.08,384328
10,25,13,pusty,2007-01-08 09:04:05,3,1,1,0.01,131
10,25,13,pusty,2007-01-08 09:04:05,3,2,1,0.02,131
10,25,13,pusty,2007-01-08 09:04:05,3,3,1,0.02,98
10,25,14,pusty,2007-01-07 22:34:22,1,0,2,0.26,1627711
10,25,14,pusty,2007-01-07 22:34:22,1,1,2,0.00,5935
10,25,14,pusty,2007-01-07 22:34:22,1,2,2,0.00,1154
10,25,14,pusty,2007-01-07 22:34:22,1,3,2,0.00,916
10,25,14,pusty,2007-01-07 22:34:22,2,0,2,0.25,1620115
10,25,14,pusty,2007-01-07 22:34:22,2,1,2,0.00,5603
10,25,14,pusty,2007-01-07 22:34:22,2,2,2,0.00,1248
10,25,14,pusty,2007-01-07 22:34:22,2,3,2,0.00,925
10,25,14,pusty,2007-01-07 22:34:23,3,0,2,0.27,1613798
10,25,14,pusty,2007-01-07 22:34:23,3,1,2,0.02,4684
10,25,14,pusty,2007-01-07 22:34:23,3,2,2,0.02,550
10,25,14,pusty,2007-01-07 22:34:23,3,3,2,0.02,403
10,25,14,pusty,2007-01-08 09:04:05,1,0,1,0.25,1627711
10,25,14,pusty,2007-01-08 09:04:05,1,1,1,0.00,5937
10,25,14,pusty,2007-01-08 09:04:05,1,2,1,0.00,1157
10,25,14,pusty,2007-01-08 09:04:05,1,3,1,0.00,919
10,25,14,pusty,2007-01-08 09:04:06,2,0,1,0.24,1627711
10,25,14,pusty,2007-01-08 09:04:06,2,1,1,0.00,5935
10,25,14,pusty,2007-01-08 09:04:06,2,2,1,0.00,1154
10,25,14,pusty,2007-01-08 09:04:06,2,3,1,0.00,916
10,25,14,pusty,2007-01-08 09:04:06,3,0,1,0.30,1613798
10,25,14,pusty,2007-01-08 09:04:06,3,1,1,0.02,4684
10,25,14,pusty,2007-01-08 09:04:06,3,2,1,0.02,550
10,25,14,pusty,2007-01-08 09:04:06,3,3,1,0.02,403
10,25,15,pusty,2007-01-07 22:34:23,1,0,2,0.47,2978604
10,25,15,pusty,2007-01-07 22:34:24,1,1,2,0.03,166201
10,25,15,pusty,2007-01-07 22:34:24,1,2,2,0.05,88802
10,25,15,pusty,2007-01-07 22:34:24,1,3,2,0.05,74072
10,25,15,pusty,2007-01-07 22:34:24,2,0,2,0.24,1541066
10,25,15,pusty,2007-01-07 22:34:24,2,1,2,0.00,12933
10,25,15,pusty,2007-01-07 22:34:24,2,2,2,0.00,6384
10,25,15,pusty,2007-01-07 22:34:24,2,3,2,0.00,5346
10,25,15,pusty,2007-01-07 22:34:24,3,0,2,0.26,1538238
10,25,15,pusty,2007-01-07 22:34:24,3,1,2,0.02,10269
10,25,15,pusty,2007-01-07 22:34:25,3,2,2,0.02,4553
10,25,15,pusty,2007-01-07 22:34:25,3,3,2,0.02,3570
10,25,15,pusty,2007-01-08 09:04:07,1,0,1,0.46,2976492
10,25,15,pusty,2007-01-08 09:04:07,1,1,1,0.03,165270
10,25,15,pusty,2007-01-08 09:04:07,1,2,1,0.05,88323
10,25,15,pusty,2007-01-08 09:04:07,1,3,1,0.04,73618
10,25,15,pusty,2007-01-08 09:04:08,2,0,1,0.46,2978604
10,25,15,pusty,2007-01-08 09:04:08,2,1,1,0.04,166201
10,25,15,pusty,2007-01-08 09:04:08,2,2,1,0.06,88802
10,25,15,pusty,2007-01-08 09:04:08,2,3,1,0.05,74072
10,25,15,pusty,2007-01-08 09:04:08,3,0,1,0.26,1538238
10,25,15,pusty,2007-01-08 09:04:08,3,1,1,0.02,10269
10,25,15,pusty,2007-01-08 09:04:08,3,2,1,0.02,4553
10,25,15,pusty,2007-01-08 09:04:08,3,3,1,0.02,3570
10,25,16,pusty,2007-01-07 22:34:25,1,0,2,0.48,3006774
10,25,16,pusty,2007-01-07 22:34:25,1,1,2,0.00,23414
10,25,16,pusty,2007-01-07 22:34:25,1,2,2,0.00,10151
10,25,16,pusty,2007-01-07 22:34:25,1,3,2,0.00,8803
10,25,16,pusty,2007-01-07 22:34:26,2,0,2,0.34,2118977
10,25,16,pusty,2007-01-07 22:34:26,2,1,2,0.00,8795
10,25,16,pusty,2007-01-07 22:34:26,2,2,2,0.00,2844
10,25,16,pusty,2007-01-07 22:34:26,2,3,2,0.00,2553
10,25,16,pusty,2007-01-07 22:34:26,3,0,2,0.35,2119922
10,25,16,pusty,2007-01-07 22:34:26,3,1,2,0.02,6531
10,25,16,pusty,2007-01-07 22:34:26,3,2,2,0.02,1632
10,25,16,pusty,2007-01-07 22:34:26,3,3,2,0.02,1509
10,25,16,pusty,2007-01-08 09:04:09,1,0,1,0.54,2997141
10,25,16,pusty,2007-01-08 09:04:09,1,1,1,0.00,22109
10,25,16,pusty,2007-01-08 09:04:09,1,2,1,0.00,9448
10,25,16,pusty,2007-01-08 09:04:09,1,3,1,0.00,8204
10,25,16,pusty,2007-01-08 09:04:10,2,0,1,0.47,3006774
10,25,16,pusty,2007-01-08 09:04:10,2,1,1,0.00,23414
10,25,16,pusty,2007-01-08 09:04:10,2,2,1,0.00,10151
10,25,16,pusty,2007-01-08 09:04:10,2,3,1,0.00,8803
10,25,16,pusty,2007-01-08 09:04:10,3,0,1,0.36,2116422
10,25,16,pusty,2007-01-08 09:04:10,3,1,1,0.01,6225
10,25,16,pusty,2007-01-08 09:04:10,3,2,1,0.01,1166
10,25,16,pusty,2007-01-08 09:04:10,3,3,1,0.01,1132
10,25,17,pusty,2007-01-07 22:34:27,1,0,2,0.44,2318554
10,25,17,pusty,2007-01-07 22:34:27,1,1,2,0.00,26999
10,25,17,pusty,2007-01-07 22:34:27,1,2,2,0.02,12097
10,25,17,pusty,2007-01-07 22:34:27,1,3,2,0.01,10946
10,25,17,pusty,2007-01-07 22:34:27,2,0,2,0.29,1665824
10,25,17,pusty,2007-01-07 22:34:27,2,1,2,0.00,14918
10,25,17,pusty,2007-01-07 22:34:28,2,2,2,0.00,8777
10,25,17,pusty,2007-01-07 22:34:28,2,3,2,0.00,8279
10,25,17,pusty,2007-01-07 22:34:28,3,0,2,0.29,1602720
10,25,17,pusty,2007-01-07 22:34:28,3,1,2,0.01,7648
10,25,17,pusty,2007-01-07 22:34:28,3,2,2,0.02,3921
10,25,17,pusty,2007-01-07 22:34:28,3,3,2,0.02,3421
10,25,17,pusty,2007-01-08 09:04:11,1,0,1,0.36,2182973
10,25,17,pusty,2007-01-08 09:04:11,1,1,1,0.00,15642
10,25,17,pusty,2007-01-08 09:04:11,1,2,1,0.00,7827
10,25,17,pusty,2007-01-08 09:04:11,1,3,1,0.01,6972
10,25,17,pusty,2007-01-08 09:04:12,2,0,1,0.37,2318554
10,25,17,pusty,2007-01-08 09:04:12,2,1,1,0.00,26999
10,25,17,pusty,2007-01-08 09:04:12,2,2,1,0.00,12097
10,25,17,pusty,2007-01-08 09:04:12,2,3,1,0.01,10946
10,25,17,pusty,2007-01-08 09:04:12,3,0,1,0.28,1602720
10,25,17,pusty,2007-01-08 09:04:12,3,1,1,0.02,7648
10,25,17,pusty,2007-01-08 09:04:12,3,2,1,0.02,3921
10,25,17,pusty,2007-01-08 09:04:12,3,3,1,0.01,3421
10,25,18,pusty,2007-01-07 22:34:29,1,0,2,0.64,3598269
10,25,18,pusty,2007-01-07 22:34:29,1,1,2,0.01,26956
10,25,18,pusty,2007-01-07 22:34:29,1,2,2,0.00,13998
10,25,18,pusty,2007-01-07 22:34:29,1,3,2,0.00,12198
10,25,18,pusty,2007-01-07 22:34:29,2,0,2,0.42,2605537
10,25,18,pusty,2007-01-07 22:34:29,2,1,2,0.00,5269
10,25,18,pusty,2007-01-07 22:34:30,2,2,2,0.00,2713
10,25,18,pusty,2007-01-07 22:34:30,2,3,2,0.00,2645
10,25,18,pusty,2007-01-07 22:34:30,3,0,2,0.44,2601414
10,25,18,pusty,2007-01-07 22:34:30,3,1,2,0.01,4774
10,25,18,pusty,2007-01-07 22:34:30,3,2,2,0.02,2466
10,25,18,pusty,2007-01-07 22:34:30,3,3,2,0.02,2404
10,25,18,pusty,2007-01-08 09:04:13,1,0,1,0.58,3598130
10,25,18,pusty,2007-01-08 09:04:13,1,1,1,0.00,26893
10,25,18,pusty,2007-01-08 09:04:13,1,2,1,0.01,13956
10,25,18,pusty,2007-01-08 09:04:13,1,3,1,0.00,12156
10,25,18,pusty,2007-01-08 09:04:14,2,0,1,0.59,3598269
10,25,18,pusty,2007-01-08 09:04:14,2,1,1,0.01,26956
10,25,18,pusty,2007-01-08 09:04:14,2,2,1,0.01,13998
10,25,18,pusty,2007-01-08 09:04:14,2,3,1,0.01,12198
10,25,18,pusty,2007-01-08 09:04:14,3,0,1,0.46,2601414
10,25,18,pusty,2007-01-08 09:04:14,3,1,1,0.02,4774
10,25,18,pusty,2007-01-08 09:04:14,3,2,1,0.02,2466
10,25,18,pusty,2007-01-08 09:04:15,3,3,1,0.04,2404
10,25,19,pusty,2007-01-07 22:34:31,1,0,2,0.24,1582661
10,25,19,pusty,2007-01-07 22:34:31,1,1,2,0.00,5996
10,25,19,pusty,2007-01-07 22:34:31,1,2,2,0.00,2644
10,25,19,pusty,2007-01-07 22:34:31,1,3,2,0.00,2364
10,25,19,pusty,2007-01-07 22:34:31,2,0,2,0.25,1541910
10,25,19,pusty,2007-01-07 22:34:31,2,1,2,0.00,4789
10,25,19,pusty,2007-01-07 22:34:31,2,2,2,0.00,2132
10,25,19,pusty,2007-01-07 22:34:31,2,3,2,0.00,1930
10,25,19,pusty,2007-01-07 22:34:31,3,0,2,0.26,1540145
10,25,19,pusty,2007-01-07 22:34:31,3,1,2,0.02,4101
10,25,19,pusty,2007-01-07 22:34:32,3,2,2,0.02,1619
10,25,19,pusty,2007-01-07 22:34:32,3,3,2,0.02,1465
10,25,19,pusty,2007-01-08 09:04:15,1,0,1,0.25,1598256
10,25,19,pusty,2007-01-08 09:04:15,1,1,1,0.00,7481
10,25,19,pusty,2007-01-08 09:04:15,1,2,1,0.00,3235
10,25,19,pusty,2007-01-08 09:04:15,1,3,1,0.00,2875
10,25,19,pusty,2007-01-08 09:04:15,2,0,1,0.25,1582661
10,25,19,pusty,2007-01-08 09:04:15,2,1,1,0.00,5996
10,25,19,pusty,2007-01-08 09:04:15,2,2,1,0.00,2644
10,25,19,pusty,2007-01-08 09:04:15,2,3,1,0.00,2364
10,25,19,pusty,2007-01-08 09:04:16,3,0,1,0.26,1540145
10,25,19,pusty,2007-01-08 09:04:16,3,1,1,0.02,4101
10,25,19,pusty,2007-01-08 09:04:16,3,2,1,0.01,1619
10,25,19,pusty,2007-01-08 09:04:16,3,3,1,0.02,1465
10,25,1,pusty,2007-01-07 22:34:15,1,0,2,0.40,2454851
10,25,1,pusty,2007-01-07 22:34:15,1,1,2,0.00,19005
10,25,1,pusty,2007-01-07 22:34:15,1,2,2,0.00,7209
10,25,1,pusty,2007-01-07 22:34:15,1,3,2,0.00,5610
10,25,1,pusty,2007-01-07 22:34:16,2,0,2,0.25,1620884
10,25,1,pusty,2007-01-07 22:34:16,2,1,2,0.00,1997
10,25,1,pusty,2007-01-07 22:34:16,2,2,2,0.00,826
10,25,1,pusty,2007-01-07 22:34:16,2,3,2,0.00,693
10,25,1,pusty,2007-01-07 22:34:16,3,0,2,0.27,1612318
10,25,1,pusty,2007-01-07 22:34:16,3,1,2,0.02,1091
10,25,1,pusty,2007-01-07 22:34:16,3,2,2,0.02,286
10,25,1,pusty,2007-01-07 22:34:16,3,3,2,0.02,259
10,25,1,pusty,2007-01-08 09:03:58,1,0,1,0.35,2076474
10,25,1,pusty,2007-01-08 09:03:58,1,1,1,0.00,16384
10,25,1,pusty,2007-01-08 09:03:58,1,2,1,0.00,5971
10,25,1,pusty,2007-01-08 09:03:58,1,3,1,0.00,4712
10,25,1,pusty,2007-01-08 09:03:58,2,0,1,0.39,2454851
10,25,1,pusty,2007-01-08 09:03:58,2,1,1,0.00,19005
10,25,1,pusty,2007-01-08 09:03:58,2,2,1,0.00,7209
10,25,1,pusty,2007-01-08 09:03:58,2,3,1,0.00,5610
10,25,1,pusty,2007-01-08 09:03:59,3,0,1,0.30,1612318
10,25,1,pusty,2007-01-08 09:03:59,3,1,1,0.02,1091
10,25,1,pusty,2007-01-08 09:03:59,3,2,1,0.01,286
10,25,1,pusty,2007-01-08 09:03:59,3,3,1,0.02,259
10,25,20,pusty,2007-01-07 22:34:35,1,0,2,0.38,2191040
10,25,20,pusty,2007-01-07 22:34:35,1,1,2,0.01,22086
10,25,20,pusty,2007-01-07 22:34:35,1,2,2,0.00,4483
10,25,20,pusty,2007-01-07 22:34:35,1,3,2,0.00,4363
10,25,20,pusty,2007-01-07 22:34:35,2,0,2,0.26,1672058
10,25,20,pusty,2007-01-07 22:34:35,2,1,2,0.00,8180
10,25,20,pusty,2007-01-07 22:34:35,2,2,2,0.00,1008
10,25,20,pusty,2007-01-07 22:34:35,2,3,2,0.00,963
10,25,20,pusty,2007-01-07 22:34:36,3,0,2,0.31,1658334
10,25,20,pusty,2007-01-07 22:34:36,3,1,2,0.01,828
10,25,20,pusty,2007-01-07 22:34:36,3,2,2,0.02,72
10,25,20,pusty,2007-01-07 22:34:36,3,3,2,0.01,48
10,25,20,pusty,2007-01-08 09:04:19,1,0,1,0.34,2147338
10,25,20,pusty,2007-01-08 09:04:19,1,1,1,0.00,9561
10,25,20,pusty,2007-01-08 09:04:19,1,2,1,0.00,1680
10,25,20,pusty,2007-01-08 09:04:19,1,3,1,0.00,1550
10,25,20,pusty,2007-01-08 09:04:20,2,0,1,0.42,2191040
10,25,20,pusty,2007-01-08 09:04:20,2,1,1,0.00,22086
10,25,20,pusty,2007-01-08 09:04:20,2,2,1,0.00,4483
10,25,20,pusty,2007-01-08 09:04:20,2,3,1,0.00,4363
10,25,20,pusty,2007-01-08 09:04:20,3,0,1,0.28,1658334
10,25,20,pusty,2007-01-08 09:04:20,3,1,1,0.01,828
10,25,20,pusty,2007-01-08 09:04:20,3,2,1,0.02,72
10,25,20,pusty,2007-01-08 09:04:20,3,3,1,0.01,48
10,25,2,pusty,2007-01-07 22:34:32,1,0,2,0.64,3972951
10,25,2,pusty,2007-01-07 22:34:32,1,1,2,0.00,2480
10,25,2,pusty,2007-01-07 22:34:32,1,2,2,0.00,1766
10,25,2,pusty,2007-01-07 22:34:32,1,3,2,0.00,1266
10,25,2,pusty,2007-01-07 22:34:33,2,0,2,0.72,4215328
10,25,2,pusty,2007-01-07 22:34:33,2,1,2,0.00,1180
10,25,2,pusty,2007-01-07 22:34:33,2,2,2,0.00,967
10,25,2,pusty,2007-01-07 22:34:33,2,3,2,0.00,583
10,25,2,pusty,2007-01-07 22:34:34,3,0,2,0.62,3874040
10,25,2,pusty,2007-01-07 22:34:34,3,1,2,0.02,11
10,25,2,pusty,2007-01-07 22:34:34,3,2,2,0.02,11
10,25,2,pusty,2007-01-07 22:34:34,3,3,2,0.02,1
10,25,2,pusty,2007-01-08 09:04:17,1,0,1,0.77,4714383
10,25,2,pusty,2007-01-08 09:04:17,1,1,1,0.00,3233
10,25,2,pusty,2007-01-08 09:04:17,1,2,1,0.00,2382
10,25,2,pusty,2007-01-08 09:04:17,1,3,1,0.00,1666
10,25,2,pusty,2007-01-08 09:04:18,2,0,1,0.63,3972951
10,25,2,pusty,2007-01-08 09:04:18,2,1,1,0.00,2480
10,25,2,pusty,2007-01-08 09:04:18,2,2,1,0.00,1766
10,25,2,pusty,2007-01-08 09:04:18,2,3,1,0.00,1266
10,25,2,pusty,2007-01-08 09:04:18,3,0,1,0.68,3874040
10,25,2,pusty,2007-01-08 09:04:19,3,1,1,0.02,11
10,25,2,pusty,2007-01-08 09:04:19,3,2,1,0.02,11
10,25,2,pusty,2007-01-08 09:04:19,3,3,1,0.01,1
10,25,3,pusty,2007-01-07 22:34:36,1,0,2,0.40,2754964
10,25,3,pusty,2007-01-07 22:34:36,1,1,2,0.02,146511
10,25,3,pusty,2007-01-07 22:34:36,1,2,2,0.02,39707
10,25,3,pusty,2007-01-07 22:34:36,1,3,2,0.02,39399
10,25,3,pusty,2007-01-07 22:34:37,2,0,2,0.35,2040751
10,25,3,pusty,2007-01-07 22:34:37,2,1,2,0.00,32378
10,25,3,pusty,2007-01-07 22:34:37,2,2,2,0.00,8192
10,25,3,pusty,2007-01-07 22:34:37,2,3,2,0.00,8011
10,25,3,pusty,2007-01-07 22:34:37,3,0,2,0.31,2022077
10,25,3,pusty,2007-01-07 22:34:37,3,1,2,0.02,22573
10,25,3,pusty,2007-01-07 22:34:37,3,2,2,0.03,4807
10,25,3,pusty,2007-01-07 22:34:37,3,3,2,0.02,4582
10,25,3,pusty,2007-01-08 09:04:21,1,0,1,0.42,2684101
10,25,3,pusty,2007-01-08 09:04:21,1,1,1,0.02,94776
10,25,3,pusty,2007-01-08 09:04:21,1,2,1,0.00,21801
10,25,3,pusty,2007-01-08 09:04:21,1,3,1,0.02,21483
10,25,3,pusty,2007-01-08 09:04:21,2,0,1,0.42,2754964
10,25,3,pusty,2007-01-08 09:04:22,2,1,1,0.03,146511
10,25,3,pusty,2007-01-08 09:04:22,2,2,1,0.02,39707
10,25,3,pusty,2007-01-08 09:04:22,2,3,1,0.02,39399
10,25,3,pusty,2007-01-08 09:04:22,3,0,1,0.36,2151321
10,25,3,pusty,2007-01-08 09:04:22,3,1,1,0.02,26081
10,25,3,pusty,2007-01-08 09:04:22,3,2,1,0.02,5155
10,25,3,pusty,2007-01-08 09:04:22,3,3,1,0.02,4882
10,25,4,pusty,2007-01-07 22:34:38,1,0,2,0.50,3201508
10,25,4,pusty,2007-01-07 22:34:38,1,1,2,0.00,14789
10,25,4,pusty,2007-01-07 22:34:38,1,2,2,0.00,7260
10,25,4,pusty,2007-01-07 22:34:38,1,3,2,0.00,7260
10,25,4,pusty,2007-01-07 22:34:39,2,0,2,0.30,1922308
10,25,4,pusty,2007-01-07 22:34:39,2,1,2,0.00,4300
10,25,4,pusty,2007-01-07 22:34:39,2,2,2,0.00,1507
10,25,4,pusty,2007-01-07 22:34:39,2,3,2,0.00,1507
10,25,4,pusty,2007-01-07 22:34:39,3,0,2,0.31,1887666
10,25,4,pusty,2007-01-07 22:34:39,3,1,2,0.02,1168
10,25,4,pusty,2007-01-07 22:34:39,3,2,2,0.01,229
10,25,4,pusty,2007-01-07 22:34:39,3,3,2,0.01,229
10,25,4,pusty,2007-01-08 09:04:23,1,0,1,0.51,3202161
10,25,4,pusty,2007-01-08 09:04:23,1,1,1,0.00,15329
10,25,4,pusty,2007-01-08 09:04:23,1,2,1,0.00,7561
10,25,4,pusty,2007-01-08 09:04:23,1,3,1,0.00,7561
10,25,4,pusty,2007-01-08 09:04:24,2,0,1,0.50,3201508
10,25,4,pusty,2007-01-08 09:04:24,2,1,1,0.00,14789
10,25,4,pusty,2007-01-08 09:04:24,2,2,1,0.00,7260
10,25,4,pusty,2007-01-08 09:04:24,2,3,1,0.00,7260
10,25,4,pusty,2007-01-08 09:04:24,3,0,1,0.32,1887666
10,25,4,pusty,2007-01-08 09:04:24,3,1,1,0.01,1168
10,25,4,pusty,2007-01-08 09:04:24,3,2,1,0.02,229
10,25,4,pusty,2007-01-08 09:04:24,3,3,1,0.02,229
10,25,5,pusty,2007-01-07 22:34:39,1,0,2,0.23,1339831
10,25,5,pusty,2007-01-07 22:34:40,1,1,2,0.00,6368
10,25,5,pusty,2007-01-07 22:34:40,1,2,2,0.00,2685
10,25,5,pusty,2007-01-07 22:34:40,1,3,2,0.00,2586
10,25,5,pusty,2007-01-07 22:34:40,2,0,2,0.06,555892
10,25,5,pusty,2007-01-07 22:34:40,2,1,2,0.00,410
10,25,5,pusty,2007-01-07 22:34:40,2,2,2,0.00,253
10,25,5,pusty,2007-01-07 22:34:40,2,3,2,0.00,225
10,25,5,pusty,2007-01-07 22:34:40,3,0,2,0.08,554654
10,25,5,pusty,2007-01-07 22:34:40,3,1,2,0.01,262
10,25,5,pusty,2007-01-07 22:34:40,3,2,2,0.02,157
10,25,5,pusty,2007-01-07 22:34:40,3,3,2,0.01,129
10,25,5,pusty,2007-01-08 09:04:24,1,0,1,0.16,1096330
10,25,5,pusty,2007-01-08 09:04:25,1,1,1,0.00,3318
10,25,5,pusty,2007-01-08 09:04:25,1,2,1,0.00,1303
10,25,5,pusty,2007-01-08 09:04:25,1,3,1,0.00,1204
10,25,5,pusty,2007-01-08 09:04:25,2,0,1,0.20,1339831
10,25,5,pusty,2007-01-08 09:04:25,2,1,1,0.00,6368
10,25,5,pusty,2007-01-08 09:04:25,2,2,1,0.00,2685
10,25,5,pusty,2007-01-08 09:04:25,2,3,1,0.00,2586
10,25,5,pusty,2007-01-08 09:04:25,3,0,1,0.10,554654
10,25,5,pusty,2007-01-08 09:04:25,3,1,1,0.02,262
10,25,5,pusty,2007-01-08 09:04:25,3,2,1,0.02,157
10,25,5,pusty,2007-01-08 09:04:25,3,3,1,0.01,129
10,25,6,pusty,2007-01-07 22:34:41,1,0,2,0.60,3888102
10,25,6,pusty,2007-01-07 22:34:41,1,1,2,0.00,21713
