tasks,offlines,repeat,tag,date,init,approx,cmax,time,cmax_min
10,3,15,pusty,2007-01-05 16:02:19,1,2,827,0.00,
10,3,15,pusty,2007-01-05 16:02:19,1,3,827,0.00,
10,3,15,pusty,2007-01-05 16:02:19,2,1,827,0.01,
10,3,15,pusty,2007-01-05 16:02:19,2,2,827,0.00,
10,3,15,pusty,2007-01-05 16:02:20,2,3,827,0.00,
10,3,15,pusty,2007-01-05 16:02:20,3,1,827,0.01,
10,3,15,pusty,2007-01-05 16:02:20,3,2,827,0.00,
10,3,15,pusty,2007-01-05 16:02:20,3,3,827,0.01,
10,3,16,pusty,2007-01-05 16:02:20,1,1,1039,0.01,
10,3,16,pusty,2007-01-05 16:02:20,1,2,1039,0.01,
10,3,16,pusty,2007-01-05 16:02:20,1,3,1039,0.02,
10,3,16,pusty,2007-01-05 16:02:20,2,1,1039,0.02,
10,3,16,pusty,2007-01-05 16:02:20,2,2,1039,0.02,
10,3,16,pusty,2007-01-05 16:02:20,2,3,1039,0.02,
10,3,16,pusty,2007-01-05 16:02:20,3,1,1039,0.02,
10,3,16,pusty,2007-01-05 16:02:20,3,2,1039,0.02,
10,3,16,pusty,2007-01-05 16:02:20,3,3,1039,0.03,
10,3,17,pusty,2007-01-05 16:02:20,1,1,925,0.02,
10,3,17,pusty,2007-01-05 16:02:20,1,2,925,0.02,
10,3,17,pusty,2007-01-05 16:02:20,1,3,925,0.02,
10,3,17,pusty,2007-01-05 16:02:21,2,1,925,0.02,
10,3,17,pusty,2007-01-05 16:02:21,2,2,925,0.03,
10,3,17,pusty,2007-01-05 16:02:21,2,3,925,0.02,
10,3,17,pusty,2007-01-05 16:02:21,3,1,925,0.02,
10,3,17,pusty,2007-01-05 16:02:21,3,2,925,0.02,
10,3,17,pusty,2007-01-05 16:02:21,3,3,925,0.02,
10,3,18,pusty,2007-01-05 16:02:21,1,1,787,0.00,
10,3,18,pusty,2007-01-05 16:02:21,1,2,787,0.01,
10,3,18,pusty,2007-01-05 16:02:21,1,3,787,0.00,
10,3,18,pusty,2007-01-05 16:02:21,2,1,787,0.00,
10,3,18,pusty,2007-01-05 16:02:21,2,2,787,0.00,
10,3,18,pusty,2007-01-05 16:02:21,2,3,787,0.00,
10,3,18,pusty,2007-01-05 16:02:21,3,1,787,0.01,
10,3,18,pusty,2007-01-05 16:02:21,3,2,787,0.00,
10,3,18,pusty,2007-01-05 16:02:21,3,3,787,0.00,
10,3,19,pusty,2007-01-05 16:02:21,1,1,799,0.00,
10,3,19,pusty,2007-01-05 16:02:21,1,2,799,0.00,
10,3,19,pusty,2007-01-05 16:02:21,1,3,799,0.00,
10,3,19,pusty,2007-01-05 16:02:22,2,1,799,0.00,
10,3,19,pusty,2007-01-05 16:02:22,2,2,799,0.01,
10,3,19,pusty,2007-01-05 16:02:22,2,3,799,0.00,
10,3,19,pusty,2007-01-05 16:02:22,3,1,799,0.00,
10,3,19,pusty,2007-01-05 16:02:22,3,2,799,0.00,
10,3,19,pusty,2007-01-05 16:02:22,3,3,799,0.00,
10,3,1,pusty,2007-01-05 16:02:16,1,1,717,0.00,
10,3,1,pusty,2007-01-05 16:02:16,1,2,717,0.00,
10,3,1,pusty,2007-01-05 16:02:17,1,3,717,0.00,
10,3,1,pusty,2007-01-05 16:02:17,2,1,717,0.00,
10,3,1,pusty,2007-01-05 16:02:17,2,2,717,0.00,
10,3,1,pusty,2007-01-05 16:02:17,2,3,717,0.00,
10,3,1,pusty,2007-01-05 16:02:17,3,1,717,0.00,
10,3,1,pusty,2007-01-05 16:02:17,3,2,717,0.00,
10,3,1,pusty,2007-01-05 16:02:17,3,3,717,0.00,
10,3,20,pusty,2007-01-05 16:02:22,1,1,1034,0.02,
10,3,20,pusty,2007-01-05 16:02:22,1,2,1034,0.02,
10,3,20,pusty,2007-01-05 16:02:22,1,3,1034,0.02,
10,3,20,pusty,2007-01-05 16:02:23,2,1,1034,0.02,
10,3,20,pusty,2007-01-05 16:02:23,2,2,1034,0.03,
10,3,20,pusty,2007-01-05 16:02:23,2,3,1034,0.02,
10,3,20,pusty,2007-01-05 16:02:23,3,1,1034,0.02,
10,3,20,pusty,2007-01-05 16:02:23,3,2,1034,0.02,
10,3,20,pusty,2007-01-05 16:02:23,3,3,1034,0.03,
10,3,2,pusty,2007-01-05 16:02:22,1,1,930,0.01,
10,3,2,pusty,2007-01-05 16:02:22,1,2,930,0.00,
10,3,2,pusty,2007-01-05 16:02:22,1,3,930,0.00,
10,3,2,pusty,2007-01-05 16:02:22,2,1,930,0.00,
10,3,2,pusty,2007-01-05 16:02:22,2,2,930,0.00,
10,3,2,pusty,2007-01-05 16:02:22,2,3,930,0.00,
10,3,2,pusty,2007-01-05 16:02:22,3,1,930,0.00,
10,3,2,pusty,2007-01-05 16:02:22,3,2,930,0.00,
10,3,2,pusty,2007-01-05 16:02:22,3,3,930,0.00,
10,3,3,pusty,2007-01-05 16:02:23,1,1,1044,0.01,
10,3,3,pusty,2007-01-05 16:02:23,1,2,1044,0.01,
10,3,3,pusty,2007-01-05 16:02:23,1,3,1044,0.01,
10,3,3,pusty,2007-01-05 16:02:23,2,1,1044,0.01,
10,3,3,pusty,2007-01-05 16:02:23,2,2,1044,0.02,
10,3,3,pusty,2007-01-05 16:02:23,2,3,1044,0.01,
10,3,3,pusty,2007-01-05 16:02:23,3,1,1044,0.02,
10,3,3,pusty,2007-01-05 16:02:23,3,2,1044,0.02,
10,3,3,pusty,2007-01-05 16:02:23,3,3,1044,0.01,
10,3,4,pusty,2007-01-05 16:02:24,1,1,941,0.00,
10,3,4,pusty,2007-01-05 16:02:24,1,2,941,0.00,
10,3,4,pusty,2007-01-05 16:02:24,1,3,941,0.00,
10,3,4,pusty,2007-01-05 16:02:24,2,1,941,0.00,
10,3,4,pusty,2007-01-05 16:02:24,2,2,941,0.00,
10,3,4,pusty,2007-01-05 16:02:24,2,3,941,0.00,
10,3,4,pusty,2007-01-05 16:02:24,3,1,941,0.00,
10,3,4,pusty,2007-01-05 16:02:24,3,2,941,0.00,
10,3,4,pusty,2007-01-05 16:02:24,3,3,941,0.00,
10,3,5,pusty,2007-01-05 16:02:24,1,1,936,0.00,
10,3,5,pusty,2007-01-05 16:02:24,1,2,936,0.00,
10,3,5,pusty,2007-01-05 16:02:24,1,3,936,0.00,
10,3,5,pusty,2007-01-05 16:02:24,2,1,936,0.00,
10,3,5,pusty,2007-01-05 16:02:24,2,2,936,0.00,
10,3,5,pusty,2007-01-05 16:02:24,2,3,936,0.00,
10,3,5,pusty,2007-01-05 16:02:24,3,1,936,0.00,
10,3,5,pusty,2007-01-05 16:02:24,3,2,936,0.00,
10,3,5,pusty,2007-01-05 16:02:24,3,3,936,0.00,
10,3,6,pusty,2007-01-05 16:02:24,1,1,853,0.00,
10,3,6,pusty,2007-01-05 16:02:25,1,2,853,0.00,
10,3,6,pusty,2007-01-05 16:02:25,1,3,853,0.00,
10,3,6,pusty,2007-01-05 16:02:25,2,1,853,0.00,
10,3,6,pusty,2007-01-05 16:02:25,2,2,853,0.00,
10,3,6,pusty,2007-01-05 16:02:25,2,3,853,0.00,
10,3,6,pusty,2007-01-05 16:02:25,3,1,853,0.00,
10,3,6,pusty,2007-01-05 16:02:25,3,2,853,0.00,
10,3,6,pusty,2007-01-05 16:02:25,3,3,853,0.00,
10,3,7,pusty,2007-01-05 16:02:25,1,1,917,0.00,
10,3,7,pusty,2007-01-05 16:02:25,1,2,917,0.00,
10,3,7,pusty,2007-01-05 16:02:25,1,3,917,0.00,
10,3,7,pusty,2007-01-05 16:02:25,2,1,917,0.00,
10,3,7,pusty,2007-01-05 16:02:25,2,2,917,0.00,
10,3,7,pusty,2007-01-05 16:02:25,2,3,917,0.00,
10,3,7,pusty,2007-01-05 16:02:25,3,1,917,0.00,
10,3,7,pusty,2007-01-05 16:02:25,3,2,917,0.00,
10,3,7,pusty,2007-01-05 16:02:25,3,3,917,0.00,
10,3,8,pusty,2007-01-05 16:02:25,1,1,1045,0.01,
10,3,8,pusty,2007-01-05 16:02:25,1,2,1045,0.00,
10,3,8,pusty,2007-01-05 16:02:25,1,3,1045,0.00,
10,3,8,pusty,2007-01-05 16:02:26,2,1,1045,0.00,
10,3,8,pusty,2007-01-05 16:02:26,2,2,1045,0.00,
10,3,8,pusty,2007-01-05 16:02:26,2,3,1045,0.01,
10,3,8,pusty,2007-01-05 16:02:26,3,1,1045,0.00,
10,3,8,pusty,2007-01-05 16:02:26,3,2,1045,0.00,
10,3,8,pusty,2007-01-05 16:02:26,3,3,1045,0.00,
10,3,9,pusty,2007-01-05 16:02:26,1,1,941,0.00,
10,3,9,pusty,2007-01-05 16:02:26,1,2,941,0.00,
10,3,9,pusty,2007-01-05 16:02:26,1,3,941,0.00,
10,3,9,pusty,2007-01-05 16:02:26,2,1,941,0.00,
10,3,9,pusty,2007-01-05 16:02:26,2,2,941,0.00,
10,3,9,pusty,2007-01-05 16:02:26,2,3,941,0.00,
10,3,9,pusty,2007-01-05 16:02:26,3,1,941,0.00,
10,3,9,pusty,2007-01-05 16:02:26,3,2,941,0.00,
10,3,9,pusty,2007-01-05 16:02:26,3,3,941,0.00,
11,3,10,pusty,2007-01-05 16:02:27,1,1,998,0.01,
11,3,10,pusty,2007-01-05 16:02:27,1,2,998,0.01,
11,3,10,pusty,2007-01-05 16:02:27,1,3,998,0.01,
11,3,10,pusty,2007-01-05 16:02:27,2,1,998,0.01,
11,3,10,pusty,2007-01-05 16:02:27,2,2,998,0.01,
11,3,10,pusty,2007-01-05 16:02:27,2,3,998,0.01,
11,3,10,pusty,2007-01-05 16:02:27,3,1,998,0.01,
11,3,10,pusty,2007-01-05 16:02:27,3,2,998,0.01,
11,3,10,pusty,2007-01-05 16:02:27,3,3,998,0.00,
11,3,11,pusty,2007-01-05 16:02:27,1,1,1039,0.04,
11,3,11,pusty,2007-01-05 16:02:27,1,2,1039,0.05,
11,3,11,pusty,2007-01-05 16:02:27,1,3,1039,0.03,
11,3,11,pusty,2007-01-05 16:02:28,2,1,1039,0.03,
11,3,11,pusty,2007-01-05 16:02:28,2,2,1039,0.02,
11,3,11,pusty,2007-01-05 16:02:28,2,3,1039,0.04,
11,3,11,pusty,2007-01-05 16:02:28,3,1,1039,0.03,
11,3,11,pusty,2007-01-05 16:02:28,3,2,1039,0.03,
11,3,11,pusty,2007-01-05 16:02:28,3,3,1039,0.03,
11,3,12,pusty,2007-01-05 16:02:28,1,1,969,0.08,
11,3,12,pusty,2007-01-05 16:02:28,1,2,969,0.13,
11,3,12,pusty,2007-01-05 16:02:28,1,3,969,0.08,
11,3,12,pusty,2007-01-05 16:02:28,2,1,969,0.08,
11,3,12,pusty,2007-01-05 16:02:29,2,2,969,0.13,
11,3,12,pusty,2007-01-05 16:02:29,2,3,969,0.08,
11,3,12,pusty,2007-01-05 16:02:29,3,1,969,0.08,
11,3,12,pusty,2007-01-05 16:02:29,3,2,969,0.09,
11,3,12,pusty,2007-01-05 16:02:29,3,3,969,0.08,
11,3,13,pusty,2007-01-05 16:02:29,1,1,991,0.04,
11,3,13,pusty,2007-01-05 16:02:29,1,2,991,0.04,
11,3,13,pusty,2007-01-05 16:02:29,1,3,991,0.08,
11,3,13,pusty,2007-01-05 16:02:30,2,1,991,0.04,
11,3,13,pusty,2007-01-05 16:02:30,2,2,991,0.04,
11,3,13,pusty,2007-01-05 16:02:30,2,3,991,0.04,
11,3,13,pusty,2007-01-05 16:02:30,3,1,991,0.04,
11,3,13,pusty,2007-01-05 16:02:30,3,2,991,0.08,
11,3,13,pusty,2007-01-05 16:02:30,3,3,991,0.04,
11,3,14,pusty,2007-01-05 16:02:30,1,1,1003,0.00,
11,3,14,pusty,2007-01-05 16:02:30,1,2,1003,0.00,
11,3,14,pusty,2007-01-05 16:02:30,1,3,1003,0.00,
11,3,14,pusty,2007-01-05 16:02:30,2,1,1003,0.01,
11,3,14,pusty,2007-01-05 16:02:30,2,2,1003,0.00,
11,3,14,pusty,2007-01-05 16:02:30,2,3,1003,0.00,
11,3,14,pusty,2007-01-05 16:02:30,3,1,1003,0.00,
11,3,14,pusty,2007-01-05 16:02:30,3,2,1003,0.00,
11,3,14,pusty,2007-01-05 16:02:30,3,3,1003,0.00,
11,3,15,pusty,2007-01-05 16:02:31,1,1,1107,0.01,
11,3,15,pusty,2007-01-05 16:02:31,1,2,1107,0.02,
11,3,15,pusty,2007-01-05 16:02:31,1,3,1107,0.02,
11,3,15,pusty,2007-01-05 16:02:31,2,1,1107,0.02,
11,3,15,pusty,2007-01-05 16:02:31,2,2,1107,0.01,
11,3,15,pusty,2007-01-05 16:02:31,2,3,1107,0.01,
11,3,15,pusty,2007-01-05 16:02:31,3,1,1107,0.02,
11,3,15,pusty,2007-01-05 16:02:31,3,2,1107,0.01,
11,3,15,pusty,2007-01-05 16:02:31,3,3,1107,0.02,
11,3,16,pusty,2007-01-05 16:02:31,1,1,1134,0.01,
11,3,16,pusty,2007-01-05 16:02:31,1,2,1134,0.00,
11,3,16,pusty,2007-01-05 16:02:31,1,3,1134,0.00,
11,3,16,pusty,2007-01-05 16:02:31,2,1,1134,0.00,
11,3,16,pusty,2007-01-05 16:02:31,2,2,1134,0.00,
11,3,16,pusty,2007-01-05 16:02:31,2,3,1134,0.00,
11,3,16,pusty,2007-01-05 16:02:31,3,1,1134,0.00,
11,3,16,pusty,2007-01-05 16:02:31,3,2,1134,0.00,
11,3,16,pusty,2007-01-05 16:02:31,3,3,1134,0.00,
11,3,17,pusty,2007-01-05 16:02:32,1,1,699,0.01,
11,3,17,pusty,2007-01-05 16:02:32,1,2,699,0.00,
11,3,17,pusty,2007-01-05 16:02:32,1,3,699,0.01,
11,3,17,pusty,2007-01-05 16:02:32,2,1,699,0.00,
11,3,17,pusty,2007-01-05 16:02:32,2,2,699,0.00,
11,3,17,pusty,2007-01-05 16:02:32,2,3,699,0.00,
11,3,17,pusty,2007-01-05 16:02:32,3,1,699,0.00,
11,3,17,pusty,2007-01-05 16:02:32,3,2,699,0.00,
11,3,17,pusty,2007-01-05 16:02:32,3,3,699,0.01,
11,3,18,pusty,2007-01-05 16:02:32,1,1,999,0.00,
11,3,18,pusty,2007-01-05 16:02:32,1,2,999,0.00,
11,3,18,pusty,2007-01-05 16:02:32,1,3,999,0.00,
11,3,18,pusty,2007-01-05 16:02:32,2,1,999,0.00,
11,3,18,pusty,2007-01-05 16:02:32,2,2,999,0.00,
11,3,18,pusty,2007-01-05 16:02:32,2,3,999,0.00,
11,3,18,pusty,2007-01-05 16:02:32,3,1,999,0.01,
11,3,18,pusty,2007-01-05 16:02:32,3,2,999,0.00,
11,3,18,pusty,2007-01-05 16:02:32,3,3,999,0.00,
11,3,19,pusty,2007-01-05 16:02:32,1,1,1181,0.00,
11,3,19,pusty,2007-01-05 16:02:33,1,2,1181,0.00,
11,3,19,pusty,2007-01-05 16:02:33,1,3,1181,0.00,
11,3,19,pusty,2007-01-05 16:02:33,2,1,1181,0.00,
11,3,19,pusty,2007-01-05 16:02:33,2,2,1181,0.00,
11,3,19,pusty,2007-01-05 16:02:33,2,3,1181,0.00,
11,3,19,pusty,2007-01-05 16:02:33,3,1,1181,0.00,
11,3,19,pusty,2007-01-05 16:02:33,3,2,1181,0.00,
11,3,19,pusty,2007-01-05 16:02:33,3,3,1181,0.00,
11,3,1,pusty,2007-01-05 16:02:26,1,1,799,0.00,
11,3,1,pusty,2007-01-05 16:02:26,1,2,799,0.00,
11,3,1,pusty,2007-01-05 16:02:26,1,3,799,0.00,
11,3,1,pusty,2007-01-05 16:02:26,2,1,799,0.00,
11,3,1,pusty,2007-01-05 16:02:26,2,2,799,0.00,
11,3,1,pusty,2007-01-05 16:02:27,2,3,799,0.00,
11,3,1,pusty,2007-01-05 16:02:27,3,1,799,0.00,
11,3,1,pusty,2007-01-05 16:02:27,3,2,799,0.00,
11,3,1,pusty,2007-01-05 16:02:27,3,3,799,0.00,
11,3,20,pusty,2007-01-05 16:02:33,1,1,1013,0.00,
11,3,20,pusty,2007-01-05 16:02:33,1,2,1013,0.00,
11,3,20,pusty,2007-01-05 16:02:33,1,3,1013,0.00,
11,3,20,pusty,2007-01-05 16:02:34,2,1,1013,0.01,
11,3,20,pusty,2007-01-05 16:02:34,2,2,1013,0.02,
11,3,20,pusty,2007-01-05 16:02:34,2,3,1013,0.00,
11,3,20,pusty,2007-01-05 16:02:34,3,1,1013,0.00,
11,3,20,pusty,2007-01-05 16:02:34,3,2,1013,0.00,
11,3,20,pusty,2007-01-05 16:02:34,3,3,1013,0.01,
11,3,2,pusty,2007-01-05 16:02:33,1,1,1070,0.00,
11,3,2,pusty,2007-01-05 16:02:33,1,2,1070,0.01,
11,3,2,pusty,2007-01-05 16:02:33,1,3,1070,0.00,
11,3,2,pusty,2007-01-05 16:02:33,2,1,1070,0.00,
11,3,2,pusty,2007-01-05 16:02:33,2,2,1070,0.00,
11,3,2,pusty,2007-01-05 16:02:33,2,3,1070,0.00,
11,3,2,pusty,2007-01-05 16:02:33,3,1,1070,0.01,
11,3,2,pusty,2007-01-05 16:02:33,3,2,1070,0.01,
11,3,2,pusty,2007-01-05 16:02:33,3,3,1070,0.00,
11,3,3,pusty,2007-01-05 16:02:34,1,1,982,0.00,
11,3,3,pusty,2007-01-05 16:02:34,1,2,982,0.00,
11,3,3,pusty,2007-01-05 16:02:34,1,3,982,0.00,
11,3,3,pusty,2007-01-05 16:02:34,2,1,982,0.00,
11,3,3,pusty,2007-01-05 16:02:34,2,2,982,0.00,
11,3,3,pusty,2007-01-05 16:02:34,2,3,982,0.00,
11,3,3,pusty,2007-01-05 16:02:34,3,1,982,0.00,
11,3,3,pusty,2007-01-05 16:02:34,3,2,982,0.00,
11,3,3,pusty,2007-01-05 16:02:34,3,3,982,0.00,
11,3,4,pusty,2007-01-05 16:02:34,1,1,1035,0.01,
11,3,4,pusty,2007-01-05 16:02:34,1,2,1035,0.01,
11,3,4,pusty,2007-01-05 16:02:34,1,3,1035,0.01,
11,3,4,pusty,2007-01-05 16:02:34,2,1,1035,0.01,
11,3,4,pusty,2007-01-05 16:02:35,2,2,1035,0.02,
11,3,4,pusty,2007-01-05 16:02:35,2,3,1035,0.01,
11,3,4,pusty,2007-01-05 16:02:35,3,1,1035,0.01,
11,3,4,pusty,2007-01-05 16:02:35,3,2,1035,0.02,
11,3,4,pusty,2007-01-05 16:02:35,3,3,1035,0.02,
11,3,5,pusty,2007-01-05 16:02:35,1,1,833,0.00,
11,3,5,pusty,2007-01-05 16:02:35,1,2,833,0.00,
11,3,5,pusty,2007-01-05 16:02:35,1,3,833,0.00,
11,3,5,pusty,2007-01-05 16:02:35,2,1,833,0.00,
11,3,5,pusty,2007-01-05 16:02:35,2,2,833,0.00,
11,3,5,pusty,2007-01-05 16:02:35,2,3,833,0.01,
11,3,5,pusty,2007-01-05 16:02:35,3,1,833,0.00,
11,3,5,pusty,2007-01-05 16:02:35,3,2,833,0.00,
11,3,5,pusty,2007-01-05 16:02:35,3,3,833,0.00,
11,3,6,pusty,2007-01-05 16:02:35,1,1,955,0.00,
11,3,6,pusty,2007-01-05 16:02:35,1,2,955,0.01,
11,3,6,pusty,2007-01-05 16:02:35,1,3,955,0.00,
11,3,6,pusty,2007-01-05 16:02:35,2,1,955,0.00,
11,3,6,pusty,2007-01-05 16:02:36,2,2,955,0.00,
11,3,6,pusty,2007-01-05 16:02:36,2,3,955,0.00,
11,3,6,pusty,2007-01-05 16:02:36,3,1,955,0.00,
11,3,6,pusty,2007-01-05 16:02:36,3,2,955,0.00,
11,3,6,pusty,2007-01-05 16:02:36,3,3,955,0.01,
11,3,7,pusty,2007-01-05 16:02:36,1,1,869,0.00,
11,3,7,pusty,2007-01-05 16:02:36,1,2,869,0.00,
11,3,7,pusty,2007-01-05 16:02:36,1,3,869,0.00,
11,3,7,pusty,2007-01-05 16:02:36,2,1,869,0.00,
11,3,7,pusty,2007-01-05 16:02:36,2,2,869,0.01,
11,3,7,pusty,2007-01-05 16:02:36,2,3,869,0.01,
11,3,7,pusty,2007-01-05 16:02:36,3,1,869,0.00,
11,3,7,pusty,2007-01-05 16:02:36,3,2,869,0.00,
11,3,7,pusty,2007-01-05 16:02:36,3,3,869,0.00,
11,3,8,pusty,2007-01-05 16:02:36,1,1,942,0.03,
11,3,8,pusty,2007-01-05 16:02:36,1,2,942,0.01,
11,3,8,pusty,2007-01-05 16:02:36,1,3,942,0.00,
11,3,8,pusty,2007-01-05 16:02:36,2,1,942,0.00,
11,3,8,pusty,2007-01-05 16:02:37,2,2,942,0.01,
11,3,8,pusty,2007-01-05 16:02:37,2,3,942,0.02,
11,3,8,pusty,2007-01-05 16:02:37,3,1,942,0.01,
11,3,8,pusty,2007-01-05 16:02:37,3,2,942,0.01,
11,3,8,pusty,2007-01-05 16:02:37,3,3,942,0.01,
11,3,9,pusty,2007-01-05 16:02:37,1,1,760,0.00,
11,3,9,pusty,2007-01-05 16:02:37,1,2,760,0.00,
11,3,9,pusty,2007-01-05 16:02:37,1,3,760,0.00,
11,3,9,pusty,2007-01-05 16:02:37,2,1,760,0.00,
11,3,9,pusty,2007-01-05 16:02:37,2,2,760,0.00,
11,3,9,pusty,2007-01-05 16:02:37,2,3,760,0.00,
11,3,9,pusty,2007-01-05 16:02:37,3,1,760,0.00,
11,3,9,pusty,2007-01-05 16:02:37,3,2,760,0.00,
11,3,9,pusty,2007-01-05 16:02:37,3,3,760,0.00,
12,3,10,pusty,2007-01-05 16:02:38,1,1,986,0.02,
12,3,10,pusty,2007-01-05 16:02:38,1,2,986,0.02,
12,3,10,pusty,2007-01-05 16:02:38,1,3,986,0.02,
12,3,10,pusty,2007-01-05 16:02:38,2,1,986,0.02,
12,3,10,pusty,2007-01-05 16:02:38,2,2,986,0.02,
12,3,10,pusty,2007-01-05 16:02:38,2,3,986,0.02,
12,3,10,pusty,2007-01-05 16:02:38,3,1,986,0.04,
12,3,10,pusty,2007-01-05 16:02:38,3,2,986,0.02,
12,3,10,pusty,2007-01-05 16:02:38,3,3,986,0.02,
12,3,11,pusty,2007-01-05 16:02:38,1,1,1080,0.01,
12,3,11,pusty,2007-01-05 16:02:38,1,2,1080,0.01,
12,3,11,pusty,2007-01-05 16:02:39,1,3,1080,0.01,
12,3,11,pusty,2007-01-05 16:02:39,2,1,1080,0.00,
12,3,11,pusty,2007-01-05 16:02:39,2,2,1080,0.01,
12,3,11,pusty,2007-01-05 16:02:39,2,3,1080,0.00,
12,3,11,pusty,2007-01-05 16:02:39,3,1,1080,0.01,
12,3,11,pusty,2007-01-05 16:02:39,3,2,1080,0.01,
12,3,11,pusty,2007-01-05 16:02:39,3,3,1080,0.01,
12,3,12,pusty,2007-01-05 16:02:39,1,1,1026,0.00,
12,3,12,pusty,2007-01-05 16:02:39,1,2,1026,0.02,
12,3,12,pusty,2007-01-05 16:02:39,1,3,1026,0.01,
12,3,12,pusty,2007-01-05 16:02:39,2,1,1026,0.01,
12,3,12,pusty,2007-01-05 16:02:39,2,2,1026,0.01,
12,3,12,pusty,2007-01-05 16:02:39,2,3,1026,0.01,
12,3,12,pusty,2007-01-05 16:02:39,3,1,1026,0.01,
12,3,12,pusty,2007-01-05 16:02:39,3,2,1026,0.01,
12,3,12,pusty,2007-01-05 16:02:39,3,3,1026,0.01,
12,3,13,pusty,2007-01-05 16:02:39,1,1,1005,0.01,
12,3,13,pusty,2007-01-05 16:02:40,1,2,1005,0.00,
12,3,13,pusty,2007-01-05 16:02:40,1,3,1005,0.00,
12,3,13,pusty,2007-01-05 16:02:40,2,1,1005,0.00,
12,3,13,pusty,2007-01-05 16:02:40,2,2,1005,0.01,
12,3,13,pusty,2007-01-05 16:02:40,2,3,1005,0.00,
12,3,13,pusty,2007-01-05 16:02:40,3,1,1005,0.00,
12,3,13,pusty,2007-01-05 16:02:40,3,2,1005,0.01,
12,3,13,pusty,2007-01-05 16:02:40,3,3,1005,0.00,
12,3,14,pusty,2007-01-05 16:02:40,1,1,1238,0.01,
12,3,14,pusty,2007-01-05 16:02:40,1,2,1238,0.00,
12,3,14,pusty,2007-01-05 16:02:40,1,3,1238,0.00,
12,3,14,pusty,2007-01-05 16:02:40,2,1,1238,0.00,
12,3,14,pusty,2007-01-05 16:02:40,2,2,1238,0.02,
12,3,14,pusty,2007-01-05 16:02:40,2,3,1238,0.01,
12,3,14,pusty,2007-01-05 16:02:40,3,1,1238,0.00,
12,3,14,pusty,2007-01-05 16:02:40,3,2,1238,0.01,
12,3,14,pusty,2007-01-05 16:02:40,3,3,1238,0.00,
12,3,15,pusty,2007-01-05 16:02:40,1,1,921,0.08,
12,3,15,pusty,2007-01-05 16:02:41,1,2,921,0.04,
12,3,15,pusty,2007-01-05 16:02:41,1,3,921,0.04,
12,3,15,pusty,2007-01-05 16:02:41,2,1,921,0.04,
12,3,15,pusty,2007-01-05 16:02:41,2,2,921,0.04,
12,3,15,pusty,2007-01-05 16:02:41,2,3,921,0.04,
12,3,15,pusty,2007-01-05 16:02:41,3,1,921,0.04,
12,3,15,pusty,2007-01-05 16:02:41,3,2,921,0.04,
12,3,15,pusty,2007-01-05 16:02:41,3,3,921,0.08,
12,3,16,pusty,2007-01-05 16:02:41,1,1,1123,0.02,
12,3,16,pusty,2007-01-05 16:02:41,1,2,1123,0.01,
12,3,16,pusty,2007-01-05 16:02:41,1,3,1123,0.01,
12,3,16,pusty,2007-01-05 16:02:41,2,1,1123,0.01,
12,3,16,pusty,2007-01-05 16:02:42,2,2,1123,0.01,
12,3,16,pusty,2007-01-05 16:02:42,2,3,1123,0.03,
12,3,16,pusty,2007-01-05 16:02:42,3,1,1123,0.01,
12,3,16,pusty,2007-01-05 16:02:42,3,2,1123,0.01,
12,3,16,pusty,2007-01-05 16:02:42,3,3,1123,0.02,
12,3,17,pusty,2007-01-05 16:02:42,1,1,847,0.01,
12,3,17,pusty,2007-01-05 16:02:42,1,2,847,0.01,
12,3,17,pusty,2007-01-05 16:02:42,1,3,847,0.01,
12,3,17,pusty,2007-01-05 16:02:42,2,1,847,0.01,
12,3,17,pusty,2007-01-05 16:02:42,2,2,847,0.00,
12,3,17,pusty,2007-01-05 16:02:42,2,3,847,0.02,
12,3,17,pusty,2007-01-05 16:02:42,3,1,847,0.01,
12,3,17,pusty,2007-01-05 16:02:42,3,2,847,0.01,
12,3,17,pusty,2007-01-05 16:02:42,3,3,847,0.01,
12,3,18,pusty,2007-01-05 16:02:42,1,1,1069,0.00,
12,3,18,pusty,2007-01-05 16:02:42,1,2,1069,0.00,
12,3,18,pusty,2007-01-05 16:02:42,1,3,1069,0.01,
12,3,18,pusty,2007-01-05 16:02:43,2,1,1069,0.00,
12,3,18,pusty,2007-01-05 16:02:43,2,2,1069,0.00,
12,3,18,pusty,2007-01-05 16:02:43,2,3,1069,0.00,
12,3,18,pusty,2007-01-05 16:02:43,3,1,1069,0.00,
12,3,18,pusty,2007-01-05 16:02:43,3,2,1069,0.00,
12,3,18,pusty,2007-01-05 16:02:43,3,3,1069,0.00,
12,3,19,pusty,2007-01-05 16:02:43,1,1,1024,0.00,
12,3,19,pusty,2007-01-05 16:02:43,1,2,1024,0.00,
12,3,19,pusty,2007-01-05 16:02:43,1,3,1024,0.00,
12,3,19,pusty,2007-01-05 16:02:43,2,1,1024,0.00,
12,3,19,pusty,2007-01-05 16:02:43,2,2,1024,0.00,
12,3,19,pusty,2007-01-05 16:02:43,2,3,1024,0.01,
12,3,19,pusty,2007-01-05 16:02:43,3,1,1024,0.00,
12,3,19,pusty,2007-01-05 16:02:43,3,2,1024,0.00,
12,3,19,pusty,2007-01-05 16:02:43,3,3,1024,0.00,
12,3,1,pusty,2007-01-05 16:02:37,1,1,1090,0.02,
