tasks,offlines,repeat,tag,date,init,limit,setup,time,calls
15,25,2,pusty,2007-01-07 21:12:38,3,3,1,0.22,183249
15,25,2,pusty,2007-01-07 21:12:38,3,3,2,0.31,238548
15,25,3,pusty,2007-01-07 21:12:39,3,3,1,0.06,572
15,25,3,pusty,2007-01-07 21:12:39,3,3,2,0.06,572
15,25,4,pusty,2007-01-07 21:12:40,3,3,1,1.27,1548661
15,25,4,pusty,2007-01-07 21:12:41,3,3,2,0.88,962779
15,25,5,pusty,2007-01-07 21:12:42,3,3,1,0.06,230
15,25,5,pusty,2007-01-07 21:12:42,3,3,2,0.06,230
15,25,6,pusty,2007-01-07 21:12:42,3,3,1,0.06,11656
15,25,6,pusty,2007-01-07 21:12:42,3,3,2,0.06,8362
15,25,7,pusty,2007-01-07 21:12:42,3,3,1,0.08,28372
15,25,7,pusty,2007-01-07 21:12:42,3,3,2,0.07,22309
15,25,8,pusty,2007-01-07 21:12:42,3,3,1,0.07,12474
15,25,8,pusty,2007-01-07 21:12:42,3,3,2,0.07,12850
15,25,9,pusty,2007-01-07 21:12:43,3,3,1,0.11,86840
15,25,9,pusty,2007-01-07 21:12:43,3,3,2,0.12,90642
16,25,10,pusty,2007-01-07 21:12:44,3,3,1,0.51,472854
16,25,10,pusty,2007-01-07 21:12:44,3,3,2,0.54,522958
16,25,11,pusty,2007-01-07 21:12:45,3,3,1,0.20,176121
16,25,11,pusty,2007-01-07 21:12:45,3,3,2,0.26,265873
16,25,12,pusty,2007-01-07 21:12:48,3,3,1,2.67,2894052
16,25,12,pusty,2007-01-07 21:12:50,3,3,2,2.11,2255761
16,25,13,pusty,2007-01-07 21:12:50,3,3,1,0.51,477258
16,25,13,pusty,2007-01-07 21:12:51,3,3,2,0.59,566536
16,25,14,pusty,2007-01-07 21:12:51,3,3,1,0.22,205713
16,25,14,pusty,2007-01-07 21:12:52,3,3,2,0.20,142465
16,25,15,pusty,2007-01-07 21:12:52,3,3,1,0.20,137815
16,25,15,pusty,2007-01-07 21:12:52,3,3,2,0.12,51026
16,25,16,pusty,2007-01-07 21:12:53,3,3,1,0.47,490578
16,25,16,pusty,2007-01-07 21:12:53,3,3,2,0.46,526554
16,25,17,pusty,2007-01-07 21:12:54,3,3,1,0.53,498338
16,25,17,pusty,2007-01-07 21:12:54,3,3,2,0.17,142799
16,25,18,pusty,2007-01-07 21:12:54,3,3,1,0.26,219674
16,25,18,pusty,2007-01-07 21:12:55,3,3,2,0.27,227870
16,25,19,pusty,2007-01-07 21:12:55,3,3,1,0.21,209738
16,25,19,pusty,2007-01-07 21:12:55,3,3,2,0.24,196513
16,25,1,pusty,2007-01-07 21:12:43,3,3,1,0.14,71172
16,25,1,pusty,2007-01-07 21:12:43,3,3,2,0.15,61575
16,25,20,pusty,2007-01-07 21:14:18,3,3,1,21.71,24541663
16,25,20,pusty,2007-01-07 21:14:40,3,3,2,21.54,24136313
16,25,2,pusty,2007-01-07 21:13:55,3,3,1,Command exited with non-zero status 137 0.00,Timeout: aborting command ``../../src/branch'' with signal 9 Killed
16,25,2,pusty,2007-01-07 21:13:56,3,3,2,0.38,430978
16,25,3,pusty,2007-01-07 21:14:41,3,3,1,0.36,323851
16,25,3,pusty,2007-01-07 21:14:41,3,3,2,0.18,108307
16,25,4,pusty,2007-01-07 21:14:41,3,3,1,0.15,76078
16,25,4,pusty,2007-01-07 21:14:41,3,3,2,0.12,38054
16,25,5,pusty,2007-01-07 21:14:41,3,3,1,0.10,17633
16,25,5,pusty,2007-01-07 21:14:42,3,3,2,0.09,16016
16,25,6,pusty,2007-01-07 21:14:42,3,3,1,0.42,422257
16,25,6,pusty,2007-01-07 21:14:43,3,3,2,0.36,295760
16,25,7,pusty,2007-01-07 21:14:43,3,3,1,0.14,60480
16,25,7,pusty,2007-01-07 21:14:43,3,3,2,0.10,15862
16,25,8,pusty,2007-01-07 21:14:43,3,3,1,0.13,63360
16,25,8,pusty,2007-01-07 21:14:43,3,3,2,0.11,33383
16,25,9,pusty,2007-01-07 21:14:43,3,3,1,0.11,40556
16,25,9,pusty,2007-01-07 21:14:44,3,3,2,0.10,38207
17,25,10,pusty,2007-01-07 21:15:48,3,3,1,Command exited with non-zero status 137 0.00,Timeout: aborting command ``../../src/branch'' with signal 9 Killed
17,25,10,pusty,2007-01-07 21:16:48,3,3,2,Command exited with non-zero status 137 0.00,Timeout: aborting command ``../../src/branch'' with signal 9 Killed
17,25,11,pusty,2007-01-07 21:16:48,3,3,1,0.38,383879
17,25,11,pusty,2007-01-07 21:16:49,3,3,2,0.36,344957
17,25,12,pusty,2007-01-07 21:17:04,3,3,1,15.25,14608657
17,25,12,pusty,2007-01-07 21:17:20,3,3,2,14.49,14090261
17,25,13,pusty,2007-01-07 21:17:24,3,3,1,3.80,4805545
17,25,13,pusty,2007-01-07 21:17:26,3,3,2,2.43,2841513
17,25,14,pusty,2007-01-07 21:17:27,3,3,1,0.74,777131
17,25,14,pusty,2007-01-07 21:17:27,3,3,2,0.20,99567
17,25,15,pusty,2007-01-07 21:17:28,3,3,1,0.77,601669
17,25,15,pusty,2007-01-07 21:17:29,3,3,2,0.49,343799
17,25,16,pusty,2007-01-07 21:17:30,3,3,1,0.83,824455
17,25,16,pusty,2007-01-07 21:17:30,3,3,2,0.46,420222
17,25,17,pusty,2007-01-07 21:17:31,3,3,1,0.58,517181
17,25,17,pusty,2007-01-07 21:17:31,3,3,2,0.54,440532
17,25,18,pusty,2007-01-07 21:17:32,3,3,1,0.30,206427
17,25,18,pusty,2007-01-07 21:17:32,3,3,2,0.31,196372
17,25,19,pusty,2007-01-07 21:17:33,3,3,1,0.55,431182
17,25,19,pusty,2007-01-07 21:17:33,3,3,2,0.34,184311
17,25,1,pusty,2007-01-07 21:14:46,3,3,1,2.72,2830793
17,25,1,pusty,2007-01-07 21:14:47,3,3,2,1.08,978666
17,25,20,pusty,2007-01-07 21:17:34,3,3,1,0.14,37962
17,25,20,pusty,2007-01-07 21:17:34,3,3,2,0.19,90217
17,25,2,pusty,2007-01-07 21:17:34,3,3,1,0.21,159033
17,25,2,pusty,2007-01-07 21:17:34,3,3,2,0.14,56141
17,25,3,pusty,2007-01-07 21:17:36,3,3,1,1.88,2082883
17,25,3,pusty,2007-01-07 21:17:37,3,3,2,1.03,1009180
17,25,4,pusty,2007-01-07 21:17:38,3,3,1,0.28,186126
17,25,4,pusty,2007-01-07 21:17:38,3,3,2,0.26,166957
17,25,5,pusty,2007-01-07 21:17:39,3,3,1,0.52,533564
17,25,5,pusty,2007-01-07 21:17:39,3,3,2,0.17,85398
17,25,6,pusty,2007-01-07 21:17:40,3,3,1,0.90,759120
17,25,6,pusty,2007-01-07 21:17:41,3,3,2,0.73,622686
17,25,7,pusty,2007-01-07 21:17:41,3,3,1,0.14,28356
17,25,7,pusty,2007-01-07 21:17:41,3,3,2,0.10,12624
17,25,8,pusty,2007-01-07 21:17:41,3,3,1,0.24,94389
17,25,8,pusty,2007-01-07 21:17:42,3,3,2,0.23,185633
17,25,9,pusty,2007-01-07 21:17:43,3,3,1,1.17,1058126
17,25,9,pusty,2007-01-07 21:17:44,3,3,2,1.09,1071076
