tasks,offlines,repeat,tag,date,tabus,chances,resets,distance,cmax,time,cmax_min
20,20,11,Move Tabulist,2006-11-27 00:52:45,70,130,1,3,1803,0.00,1723
20,20,11,Move Tabulist,2006-11-27 00:52:46,130,70,1,3,1738,0.00,1723
20,20,11,Move Tabulist,2006-11-27 00:52:46,130,130,1,3,1723,0.01,1723
20,20,11,Move Tabulist,2006-11-27 00:52:46,70,70,1,5,1797,0.01,1723
20,20,11,Move Tabulist,2006-11-27 00:52:46,70,130,1,5,1797,0.02,1723
20,20,11,Move Tabulist,2006-11-27 00:52:46,130,70,1,5,1797,0.02,1723
20,20,11,Move Tabulist,2006-11-27 00:52:46,130,130,1,5,1797,0.03,1723
20,20,12,Move Tabulist,2006-11-26 23:56:32,80,80,1,1,1698,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:32,80,90,1,1,1698,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:32,80,100,1,1,1698,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:32,80,110,1,1,1698,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:32,80,120,1,1,1698,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:33,90,80,1,1,1698,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:33,90,90,1,1,1698,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:33,90,100,1,1,1698,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:33,90,110,1,1,1698,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:33,90,120,1,1,1652,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:33,100,80,1,1,1652,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:33,100,90,1,1,1652,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:33,100,100,1,1,1652,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:33,100,110,1,1,1652,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:33,100,120,1,1,1652,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:34,110,80,1,1,1652,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:34,110,90,1,1,1652,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:34,110,100,1,1,1652,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:34,110,110,1,1,1652,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:34,110,120,1,1,1652,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:34,120,80,1,1,1652,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:34,120,90,1,1,1652,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:34,120,100,1,1,1652,0.01,1576
20,20,12,Move Tabulist,2006-11-26 23:56:34,120,110,1,1,1652,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:34,120,120,1,1,1652,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:35,80,80,1,3,1585,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:35,80,90,1,3,1585,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:35,80,100,1,3,1585,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:35,80,110,1,3,1585,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:35,80,120,1,3,1585,0.01,1576
20,20,12,Move Tabulist,2006-11-26 23:56:35,90,80,1,3,1585,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:35,90,90,1,3,1585,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:35,90,100,1,3,1585,0.01,1576
20,20,12,Move Tabulist,2006-11-26 23:56:35,90,110,1,3,1585,0.01,1576
20,20,12,Move Tabulist,2006-11-26 23:56:36,90,120,1,3,1576,0.01,1576
20,20,12,Move Tabulist,2006-11-26 23:56:36,100,80,1,3,1585,0.01,1576
20,20,12,Move Tabulist,2006-11-26 23:56:36,100,90,1,3,1585,0.01,1576
20,20,12,Move Tabulist,2006-11-26 23:56:36,100,100,1,3,1585,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:36,100,110,1,3,1585,0.02,1576
20,20,12,Move Tabulist,2006-11-26 23:56:36,100,120,1,3,1585,0.01,1576
20,20,12,Move Tabulist,2006-11-26 23:56:36,110,80,1,3,1585,0.01,1576
20,20,12,Move Tabulist,2006-11-26 23:56:36,110,90,1,3,1585,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:36,110,100,1,3,1585,0.01,1576
20,20,12,Move Tabulist,2006-11-26 23:56:37,110,110,1,3,1585,0.01,1576
