offlines,tasks,repeat,tag,date,tabus,counts,resets,distance,cmax,time
0,100,2,sort i asp,2006-11-21 09:41:31,25,100,1,1,7480,0.29
0,100,2,sort i asp,2006-11-21 09:41:32,25,200,1,1,7402,0.93
0,100,2,sort i asp,2006-11-21 09:41:32,50,50,1,1,7480,0.28
0,100,2,sort i asp,2006-11-21 09:41:33,50,100,1,1,7194,1.14
0,100,2,sort i asp,2006-11-21 09:41:35,50,200,1,1,7194,1.30
0,100,3,sort i asp,2006-11-21 08:47:16,0,0,1,1,7546,0.10
0,100,3,sort i asp,2006-11-21 09:41:35,5,50,1,1,7546,0.11
0,100,3,sort i asp,2006-11-21 09:41:35,5,100,1,1,7520,0.15
0,100,3,sort i asp,2006-11-21 09:41:35,5,200,1,1,7520,0.16
0,100,3,sort i asp,2006-11-21 09:41:35,15,50,1,1,7518,0.17
0,100,3,sort i asp,2006-11-21 09:41:36,15,100,1,1,7467,0.29
0,100,3,sort i asp,2006-11-21 09:41:36,15,200,1,1,7467,0.43
0,100,3,sort i asp,2006-11-21 09:41:37,25,50,1,1,7480,0.25
0,100,3,sort i asp,2006-11-21 09:41:37,25,100,1,1,7480,0.26
0,100,3,sort i asp,2006-11-21 09:41:38,25,200,1,1,7402,0.88
0,100,3,sort i asp,2006-11-21 09:41:38,50,50,1,1,7480,0.30
0,100,3,sort i asp,2006-11-21 09:41:39,50,100,1,1,7194,1.14
0,100,3,sort i asp,2006-11-21 09:41:41,50,200,1,1,7194,1.31
0,100,4,sort i asp,2006-11-21 08:47:16,0,0,1,1,7546,0.11
0,100,4,sort i asp,2006-11-21 09:41:41,5,50,1,1,7546,0.10
0,100,4,sort i asp,2006-11-21 09:41:41,5,100,1,1,7520,0.18
0,100,4,sort i asp,2006-11-21 09:41:41,5,200,1,1,7520,0.16
0,100,4,sort i asp,2006-11-21 09:41:42,15,50,1,1,7518,0.24
0,100,4,sort i asp,2006-11-21 09:41:42,15,100,1,1,7467,0.29
0,100,4,sort i asp,2006-11-21 09:41:43,15,200,1,1,7467,0.40
0,100,4,sort i asp,2006-11-21 09:41:43,25,50,1,1,7480,0.22
0,100,4,sort i asp,2006-11-21 09:41:43,25,100,1,1,7480,0.28
0,100,4,sort i asp,2006-11-21 09:41:44,25,200,1,1,7402,0.89
0,100,4,sort i asp,2006-11-21 09:41:45,50,50,1,1,7480,0.33
0,100,4,sort i asp,2006-11-21 09:41:46,50,100,1,1,7194,1.14
0,100,4,sort i asp,2006-11-21 09:41:47,50,200,1,1,7194,1.33
0,100,5,sort i asp,2006-11-21 08:47:16,0,0,1,1,7546,0.10
0,100,5,sort i asp,2006-11-21 09:41:47,5,50,1,1,7546,0.12
0,100,5,sort i asp,2006-11-21 09:41:48,5,100,1,1,7520,0.14
0,100,5,sort i asp,2006-11-21 09:41:48,5,200,1,1,7520,0.16
0,100,5,sort i asp,2006-11-21 09:41:48,15,50,1,1,7518,0.18
0,100,5,sort i asp,2006-11-21 09:41:48,15,100,1,1,7467,0.31
0,100,5,sort i asp,2006-11-21 09:41:49,15,200,1,1,7467,0.37
0,100,5,sort i asp,2006-11-21 09:41:49,25,50,1,1,7480,0.24
0,100,5,sort i asp,2006-11-21 09:41:49,25,100,1,1,7480,0.29
0,100,5,sort i asp,2006-11-21 09:41:50,25,200,1,1,7402,0.95
0,100,5,sort i asp,2006-11-21 09:41:51,50,50,1,1,7480,0.29
0,100,5,sort i asp,2006-11-21 09:41:52,50,100,1,1,7194,1.17
0,100,5,sort i asp,2006-11-21 09:41:53,50,200,1,1,7194,1.31
0,100,6,sort i asp,2006-11-21 08:47:17,0,0,1,1,7546,0.10
0,100,6,sort i asp,2006-11-21 09:41:54,5,50,1,1,7546,0.11
0,100,6,sort i asp,2006-11-21 09:41:54,5,100,1,1,7520,0.15
0,100,6,sort i asp,2006-11-21 09:41:54,5,200,1,1,7520,0.18
0,100,6,sort i asp,2006-11-21 09:41:54,15,50,1,1,7518,0.18
0,100,6,sort i asp,2006-11-21 09:41:55,15,100,1,1,7467,0.31
0,100,6,sort i asp,2006-11-21 09:41:55,15,200,1,1,7467,0.38
0,100,6,sort i asp,2006-11-21 09:41:55,25,50,1,1,7480,0.24
0,100,6,sort i asp,2006-11-21 09:41:56,25,100,1,1,7480,0.35
0,100,6,sort i asp,2006-11-21 09:41:57,25,200,1,1,7402,0.89
0,100,6,sort i asp,2006-11-21 09:41:57,50,50,1,1,7480,0.29
0,100,6,sort i asp,2006-11-21 09:41:58,50,100,1,1,7194,1.10
0,100,6,sort i asp,2006-11-21 09:42:00,50,200,1,1,7194,1.37
0,100,7,sort i asp,2006-11-21 08:47:17,0,0,1,1,7546,0.09
0,100,7,sort i asp,2006-11-21 09:42:00,5,50,1,1,7546,0.12
0,100,7,sort i asp,2006-11-21 09:42:00,5,100,1,1,7520,0.15
0,100,7,sort i asp,2006-11-21 09:42:00,5,200,1,1,7520,0.17
0,100,7,sort i asp,2006-11-21 09:42:01,15,50,1,1,7518,0.19
0,100,7,sort i asp,2006-11-21 09:42:01,15,100,1,1,7467,0.31
0,100,7,sort i asp,2006-11-21 09:42:01,15,200,1,1,7467,0.37
0,100,7,sort i asp,2006-11-21 09:42:02,25,50,1,1,7480,0.23
0,100,7,sort i asp,2006-11-21 09:42:02,25,100,1,1,7480,0.28
0,100,7,sort i asp,2006-11-21 09:42:03,25,200,1,1,7402,0.90
0,100,7,sort i asp,2006-11-21 09:42:03,50,50,1,1,7480,0.34
0,100,7,sort i asp,2006-11-21 09:42:05,50,100,1,1,7194,1.09
0,100,7,sort i asp,2006-11-21 09:42:06,50,200,1,1,7194,1.28
0,100,8,sort i asp,2006-11-21 08:47:17,0,0,1,1,7546,0.10
0,100,8,sort i asp,2006-11-21 09:42:06,5,50,1,1,7546,0.12
0,100,8,sort i asp,2006-11-21 09:42:06,5,100,1,1,7520,0.15
0,100,8,sort i asp,2006-11-21 09:42:07,5,200,1,1,7520,0.20
0,100,8,sort i asp,2006-11-21 09:42:07,15,50,1,1,7518,0.18
0,100,8,sort i asp,2006-11-21 09:42:07,15,100,1,1,7467,0.36
0,100,8,sort i asp,2006-11-21 09:42:08,15,200,1,1,7467,0.36
0,100,8,sort i asp,2006-11-21 09:42:08,25,50,1,1,7480,0.23
0,100,8,sort i asp,2006-11-21 09:42:08,25,100,1,1,7480,0.34
0,100,8,sort i asp,2006-11-21 09:42:09,25,200,1,1,7402,0.90
0,100,8,sort i asp,2006-11-21 09:42:10,50,50,1,1,7480,0.26
0,100,8,sort i asp,2006-11-21 09:42:11,50,100,1,1,7194,1.14
0,100,8,sort i asp,2006-11-21 09:42:12,50,200,1,1,7194,1.33
0,100,9,sort i asp,2006-11-21 08:47:17,0,0,1,1,7546,0.10
0,100,9,sort i asp,2006-11-21 09:42:12,5,50,1,1,7546,0.09
0,100,9,sort i asp,2006-11-21 09:42:13,5,100,1,1,7520,0.18
0,100,9,sort i asp,2006-11-21 09:42:13,5,200,1,1,7520,0.14
0,100,9,sort i asp,2006-11-21 09:42:13,15,50,1,1,7518,0.21
0,100,9,sort i asp,2006-11-21 09:42:13,15,100,1,1,7467,0.28
0,100,9,sort i asp,2006-11-21 09:42:14,15,200,1,1,7467,0.39
0,100,9,sort i asp,2006-11-21 09:42:14,25,50,1,1,7480,0.20
0,100,9,sort i asp,2006-11-21 09:42:15,25,100,1,1,7480,0.31
0,100,9,sort i asp,2006-11-21 09:42:16,25,200,1,1,7402,0.91
0,100,9,sort i asp,2006-11-21 09:42:16,50,50,1,1,7480,0.26
0,100,9,sort i asp,2006-11-21 09:42:17,50,100,1,1,7194,1.13
0,100,9,sort i asp,2006-11-21 09:42:18,50,200,1,1,7194,1.33
0,10,10,sort i asp,2006-11-21 01:52:12,0,0,1,1,898,0.00
0,10,10,sort i asp,2006-11-21 01:52:12,0,0,1,2,875,0.00
0,10,10,sort i asp,2006-11-21 01:52:12,0,0,1,3,875,0.00
0,10,10,sort i asp,2006-11-21 01:52:12,0,0,1,4,875,0.00
0,10,10,sort i asp,2006-11-21 01:52:12,0,0,1,5,875,0.00
0,10,10,sort i asp,2006-11-21 01:52:12,0,0,1,7,875,0.00
0,10,10,sort i asp,2006-11-21 01:52:13,0,0,1,9,875,0.00
0,10,10,sort i asp,2006-11-21 01:54:58,5,50,1,1,898,0.00
0,10,10,sort i asp,2006-11-21 01:54:58,5,100,1,1,898,0.00
0,10,10,sort i asp,2006-11-21 01:54:58,5,200,1,1,898,0.00
0,10,10,sort i asp,2006-11-21 01:54:58,15,50,1,1,898,0.00
0,10,10,sort i asp,2006-11-21 01:54:58,15,100,1,1,898,0.00
0,10,10,sort i asp,2006-11-21 01:54:59,15,200,1,1,898,0.00
0,10,10,sort i asp,2006-11-21 01:54:59,25,50,1,1,898,0.00
0,10,10,sort i asp,2006-11-21 01:54:59,25,100,1,1,898,0.00
0,10,10,sort i asp,2006-11-21 01:54:59,25,200,1,1,898,0.00
0,10,10,sort i asp,2006-11-21 01:54:59,50,50,1,1,898,0.00
0,10,10,sort i asp,2006-11-21 01:54:59,50,100,1,1,898,0.00
0,10,10,sort i asp,2006-11-21 01:54:59,50,200,1,1,898,0.00
0,10,10,sort i asp,2006-11-21 01:54:59,5,50,1,2,875,0.00
0,10,10,sort i asp,2006-11-21 01:54:59,5,100,1,2,875,0.00
0,10,10,sort i asp,2006-11-21 01:54:59,5,200,1,2,875,0.00
0,10,10,sort i asp,2006-11-21 01:54:59,15,50,1,2,875,0.00
0,10,10,sort i asp,2006-11-21 01:54:59,15,100,1,2,875,0.00
0,10,10,sort i asp,2006-11-21 01:54:59,15,200,1,2,875,0.00
0,10,10,sort i asp,2006-11-21 01:54:59,25,50,1,2,875,0.00
0,10,10,sort i asp,2006-11-21 01:54:59,25,100,1,2,875,0.00
0,10,10,sort i asp,2006-11-21 01:54:59,25,200,1,2,875,0.00
0,10,10,sort i asp,2006-11-21 01:54:59,50,50,1,2,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:00,50,100,1,2,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:00,50,200,1,2,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:00,5,50,1,3,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:00,5,100,1,3,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:00,5,200,1,3,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:00,15,50,1,3,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:00,15,100,1,3,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:00,15,200,1,3,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:00,25,50,1,3,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:00,25,100,1,3,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:00,25,200,1,3,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:00,50,50,1,3,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:00,50,100,1,3,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:00,50,200,1,3,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:00,5,50,1,4,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:00,5,100,1,4,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:00,5,200,1,4,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:00,15,50,1,4,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:01,15,100,1,4,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:01,15,200,1,4,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:01,25,50,1,4,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:01,25,100,1,4,859,0.01
0,10,10,sort i asp,2006-11-21 01:55:01,25,200,1,4,859,0.01
0,10,10,sort i asp,2006-11-21 01:55:01,50,50,1,4,859,0.00
0,10,10,sort i asp,2006-11-21 01:55:01,50,100,1,4,859,0.02
0,10,10,sort i asp,2006-11-21 01:55:01,50,200,1,4,859,0.02
0,10,10,sort i asp,2006-11-21 01:55:01,5,50,1,5,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:01,5,100,1,5,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:01,5,200,1,5,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:01,15,50,1,5,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:01,15,100,1,5,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:01,15,200,1,5,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:01,25,50,1,5,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:01,25,100,1,5,875,0.01
0,10,10,sort i asp,2006-11-21 01:55:01,25,200,1,5,875,0.01
0,10,10,sort i asp,2006-11-21 01:55:02,50,50,1,5,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:02,50,100,1,5,859,0.02
0,10,10,sort i asp,2006-11-21 01:55:02,50,200,1,5,859,0.03
0,10,10,sort i asp,2006-11-21 01:55:02,5,50,1,7,875,0.01
0,10,10,sort i asp,2006-11-21 01:55:02,5,100,1,7,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:02,5,200,1,7,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:02,15,50,1,7,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:02,15,100,1,7,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:02,15,200,1,7,859,0.02
0,10,10,sort i asp,2006-11-21 01:55:02,25,50,1,7,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:02,25,100,1,7,859,0.02
0,10,10,sort i asp,2006-11-21 01:55:02,25,200,1,7,859,0.03
0,10,10,sort i asp,2006-11-21 01:55:02,50,50,1,7,859,0.02
0,10,10,sort i asp,2006-11-21 01:55:02,50,100,1,7,859,0.03
0,10,10,sort i asp,2006-11-21 01:55:03,50,200,1,7,859,0.05
0,10,10,sort i asp,2006-11-21 01:55:03,5,50,1,9,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:03,5,100,1,9,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:03,5,200,1,9,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:03,15,50,1,9,875,0.00
0,10,10,sort i asp,2006-11-21 01:55:03,15,100,1,9,859,0.02
0,10,10,sort i asp,2006-11-21 01:55:03,15,200,1,9,859,0.02
0,10,10,sort i asp,2006-11-21 01:55:03,25,50,1,9,859,0.01
0,10,10,sort i asp,2006-11-21 01:55:03,25,100,1,9,859,0.02
0,10,10,sort i asp,2006-11-21 01:55:03,25,200,1,9,859,0.04
0,10,10,sort i asp,2006-11-21 01:55:03,50,50,1,9,859,0.02
0,10,10,sort i asp,2006-11-21 01:55:03,50,100,1,9,859,0.04
0,10,10,sort i asp,2006-11-21 01:55:03,50,200,1,9,859,0.08
0,10,11,sort i asp,2006-11-21 01:52:13,0,0,1,1,898,0.00
0,10,11,sort i asp,2006-11-21 01:52:13,0,0,1,2,875,0.00
0,10,11,sort i asp,2006-11-21 01:52:13,0,0,1,3,875,0.00
0,10,11,sort i asp,2006-11-21 01:52:13,0,0,1,4,875,0.00
0,10,11,sort i asp,2006-11-21 01:52:13,0,0,1,5,875,0.00
0,10,11,sort i asp,2006-11-21 01:52:13,0,0,1,7,875,0.00
0,10,11,sort i asp,2006-11-21 01:52:13,0,0,1,9,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:04,5,50,1,1,898,0.00
0,10,11,sort i asp,2006-11-21 01:55:04,5,100,1,1,898,0.00
0,10,11,sort i asp,2006-11-21 01:55:04,5,200,1,1,898,0.00
0,10,11,sort i asp,2006-11-21 01:55:04,15,50,1,1,898,0.00
0,10,11,sort i asp,2006-11-21 01:55:04,15,100,1,1,898,0.00
0,10,11,sort i asp,2006-11-21 01:55:04,15,200,1,1,898,0.00
0,10,11,sort i asp,2006-11-21 01:55:04,25,50,1,1,898,0.00
0,10,11,sort i asp,2006-11-21 01:55:04,25,100,1,1,898,0.00
0,10,11,sort i asp,2006-11-21 01:55:04,25,200,1,1,898,0.00
0,10,11,sort i asp,2006-11-21 01:55:04,50,50,1,1,898,0.00
0,10,11,sort i asp,2006-11-21 01:55:04,50,100,1,1,898,0.00
0,10,11,sort i asp,2006-11-21 01:55:04,50,200,1,1,898,0.00
0,10,11,sort i asp,2006-11-21 01:55:04,5,50,1,2,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:04,5,100,1,2,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:04,5,200,1,2,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:04,15,50,1,2,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:04,15,100,1,2,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:05,15,200,1,2,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:05,25,50,1,2,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:05,25,100,1,2,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:05,25,200,1,2,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:05,50,50,1,2,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:05,50,100,1,2,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:05,50,200,1,2,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:05,5,50,1,3,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:05,5,100,1,3,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:05,5,200,1,3,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:05,15,50,1,3,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:05,15,100,1,3,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:05,15,200,1,3,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:05,25,50,1,3,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:05,25,100,1,3,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:05,25,200,1,3,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:05,50,50,1,3,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:05,50,100,1,3,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:06,50,200,1,3,875,0.01
0,10,11,sort i asp,2006-11-21 01:55:06,5,50,1,4,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:06,5,100,1,4,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:06,5,200,1,4,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:06,15,50,1,4,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:06,15,100,1,4,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:06,15,200,1,4,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:06,25,50,1,4,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:06,25,100,1,4,859,0.01
0,10,11,sort i asp,2006-11-21 01:55:06,25,200,1,4,859,0.01
0,10,11,sort i asp,2006-11-21 01:55:06,50,50,1,4,859,0.00
0,10,11,sort i asp,2006-11-21 01:55:06,50,100,1,4,859,0.01
0,10,11,sort i asp,2006-11-21 01:55:06,50,200,1,4,859,0.02
0,10,11,sort i asp,2006-11-21 01:55:06,5,50,1,5,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:06,5,100,1,5,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:06,5,200,1,5,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:06,15,50,1,5,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:07,15,100,1,5,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:07,15,200,1,5,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:07,25,50,1,5,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:07,25,100,1,5,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:07,25,200,1,5,875,0.01
0,10,11,sort i asp,2006-11-21 01:55:07,50,50,1,5,875,0.00
0,10,11,sort i asp,2006-11-21 01:55:07,50,100,1,5,859,0.02
