tasks,offlines,repeat,tag,date,tabus,chances,resets,distance,cmax,time
50,10,5,test tabulisty,2006-11-23 14:35:51,40,50,1,3,3998,0.62
50,10,5,test tabulisty,2006-11-23 14:35:51,40,75,1,3,3998,0.80
50,10,5,test tabulisty,2006-11-23 14:35:52,60,25,1,3,3998,0.39
50,10,5,test tabulisty,2006-11-23 14:35:53,60,50,1,3,3998,0.62
50,10,5,test tabulisty,2006-11-23 14:35:54,60,75,1,3,3998,0.80
50,10,5,test tabulisty,2006-11-23 14:35:54,80,25,1,3,3998,0.38
50,10,5,test tabulisty,2006-11-23 14:35:55,80,50,1,3,3998,0.64
50,10,5,test tabulisty,2006-11-23 14:35:56,80,75,1,3,3970,1.35
50,10,5,test tabulisty,2006-11-23 14:35:57,100,25,1,3,3998,0.39
50,10,5,test tabulisty,2006-11-23 14:35:58,100,50,1,3,3998,0.63
50,10,5,test tabulisty,2006-11-23 14:35:59,100,75,1,3,3970,1.38
50,10,5,test tabulisty,2006-11-23 14:36:00,120,25,1,3,3998,0.38
50,10,5,test tabulisty,2006-11-23 14:36:01,120,50,1,3,3998,0.58
50,10,5,test tabulisty,2006-11-23 14:36:02,120,75,1,3,3970,1.36
50,10,5,test tabulisty,2006-11-23 14:36:03,140,25,1,3,3998,0.38
50,10,5,test tabulisty,2006-11-23 14:36:03,140,50,1,3,3998,0.61
50,10,5,test tabulisty,2006-11-23 14:36:05,140,75,1,3,3970,1.34
50,10,5,test tabulisty,2006-11-23 14:36:05,160,25,1,3,3998,0.37
50,10,5,test tabulisty,2006-11-23 14:36:06,160,50,1,3,3998,0.60
50,10,5,test tabulisty,2006-11-23 14:36:07,160,75,1,3,3970,1.36
50,10,5,test tabulisty,2006-11-23 14:36:08,180,25,1,3,3998,0.38
50,10,5,test tabulisty,2006-11-23 14:36:09,180,50,1,3,3998,0.61
50,10,5,test tabulisty,2006-11-23 14:36:10,180,75,1,3,3970,1.33
50,10,5,test tabulisty,2006-11-23 14:36:11,200,25,1,3,3998,0.44
50,10,5,test tabulisty,2006-11-23 14:36:11,200,50,1,3,3998,0.62
50,10,5,test tabulisty,2006-11-23 14:36:13,200,75,1,3,3970,1.33
50,10,6,test tabulisty,2006-11-23 14:36:13,0,25,1,3,4168,0.44
50,10,6,test tabulisty,2006-11-23 14:36:14,0,50,1,3,4168,0.63
50,10,6,test tabulisty,2006-11-23 14:36:15,0,75,1,3,4168,0.86
50,10,6,test tabulisty,2006-11-23 14:36:16,20,25,1,3,4168,0.41
50,10,6,test tabulisty,2006-11-23 14:36:17,20,50,1,3,4168,0.62
50,10,6,test tabulisty,2006-11-23 14:36:18,20,75,1,3,4168,0.88
50,10,6,test tabulisty,2006-11-23 14:36:18,40,25,1,3,4168,0.40
50,10,6,test tabulisty,2006-11-23 14:36:19,40,50,1,3,4164,1.10
50,10,6,test tabulisty,2006-11-23 14:36:21,40,75,1,3,4164,1.24
50,10,6,test tabulisty,2006-11-23 14:36:21,60,25,1,3,4168,0.41
50,10,6,test tabulisty,2006-11-23 14:36:22,60,50,1,3,4168,0.65
50,10,6,test tabulisty,2006-11-23 14:36:23,60,75,1,3,4168,0.80
50,10,6,test tabulisty,2006-11-23 14:36:23,80,25,1,3,4168,0.40
50,10,6,test tabulisty,2006-11-23 14:36:25,80,50,1,3,4127,1.21
50,10,6,test tabulisty,2006-11-23 14:36:26,80,75,1,3,4127,1.37
50,10,6,test tabulisty,2006-11-23 14:36:27,100,25,1,3,4168,0.41
50,10,6,test tabulisty,2006-11-23 14:36:28,100,50,1,3,4164,1.04
50,10,6,test tabulisty,2006-11-23 14:36:29,100,75,1,3,4164,1.18
50,10,6,test tabulisty,2006-11-23 14:36:30,120,25,1,3,4168,0.43
50,10,6,test tabulisty,2006-11-23 14:36:31,120,50,1,3,4164,1.00
50,10,6,test tabulisty,2006-11-23 14:36:32,120,75,1,3,4164,1.18
50,10,6,test tabulisty,2006-11-23 14:36:33,140,25,1,3,4168,0.43
50,10,6,test tabulisty,2006-11-23 14:36:34,140,50,1,3,4164,0.99
50,10,6,test tabulisty,2006-11-23 14:36:35,140,75,1,3,4164,1.19
50,10,6,test tabulisty,2006-11-23 14:36:36,160,25,1,3,4168,0.44
50,10,6,test tabulisty,2006-11-23 14:36:37,160,50,1,3,4164,0.98
50,10,6,test tabulisty,2006-11-23 14:36:38,160,75,1,3,4164,1.26
50,10,6,test tabulisty,2006-11-23 14:36:39,180,25,1,3,4168,0.42
50,10,6,test tabulisty,2006-11-23 14:36:40,180,50,1,3,4164,1.06
50,10,6,test tabulisty,2006-11-23 14:36:41,180,75,1,3,4164,1.25
50,10,6,test tabulisty,2006-11-23 14:36:42,200,25,1,3,4168,0.44
50,10,6,test tabulisty,2006-11-23 14:36:43,200,50,1,3,4164,1.02
50,10,6,test tabulisty,2006-11-23 14:36:44,200,75,1,3,4164,1.25
50,10,7,test tabulisty,2006-11-23 14:36:45,0,25,1,3,4579,0.38
50,10,7,test tabulisty,2006-11-23 14:36:46,0,50,1,3,4579,0.57
50,10,7,test tabulisty,2006-11-23 14:36:46,0,75,1,3,4579,0.77
50,10,7,test tabulisty,2006-11-23 14:36:47,20,25,1,3,4477,0.57
50,10,7,test tabulisty,2006-11-23 14:36:48,20,50,1,3,4477,0.75
50,10,7,test tabulisty,2006-11-23 14:36:49,20,75,1,3,4477,0.98
50,10,7,test tabulisty,2006-11-23 14:36:50,40,25,1,3,4477,0.54
50,10,7,test tabulisty,2006-11-23 14:36:51,40,50,1,3,4477,0.76
50,10,7,test tabulisty,2006-11-23 14:36:52,40,75,1,3,4477,1.05
50,10,7,test tabulisty,2006-11-23 14:36:52,60,25,1,3,4477,0.53
50,10,7,test tabulisty,2006-11-23 14:36:54,60,50,1,3,4448,1.17
50,10,7,test tabulisty,2006-11-23 14:36:56,60,75,1,3,4426,2.14
50,10,7,test tabulisty,2006-11-23 14:36:57,80,25,1,3,4477,0.52
50,10,7,test tabulisty,2006-11-23 14:36:58,80,50,1,3,4398,1.38
50,10,7,test tabulisty,2006-11-23 14:37:00,80,75,1,3,4398,1.58
50,10,7,test tabulisty,2006-11-23 14:37:00,100,25,1,3,4477,0.53
50,10,7,test tabulisty,2006-11-23 14:37:02,100,50,1,3,4451,1.24
50,10,7,test tabulisty,2006-11-23 14:37:03,100,75,1,3,4451,1.40
50,10,7,test tabulisty,2006-11-23 14:37:04,120,25,1,3,4477,0.50
50,10,7,test tabulisty,2006-11-23 14:37:05,120,50,1,3,4451,1.25
50,10,7,test tabulisty,2006-11-23 14:37:07,120,75,1,3,4451,1.47
50,10,7,test tabulisty,2006-11-23 14:37:08,140,25,1,3,4477,0.49
50,10,7,test tabulisty,2006-11-23 14:37:09,140,50,1,3,4451,1.22
50,10,7,test tabulisty,2006-11-23 14:37:10,140,75,1,3,4451,1.42
50,10,7,test tabulisty,2006-11-23 14:37:11,160,25,1,3,4477,0.51
50,10,7,test tabulisty,2006-11-23 14:37:12,160,50,1,3,4451,1.20
50,10,7,test tabulisty,2006-11-23 14:37:14,160,75,1,3,4451,1.48
50,10,7,test tabulisty,2006-11-23 14:37:15,180,25,1,3,4477,0.52
50,10,7,test tabulisty,2006-11-23 14:37:16,180,50,1,3,4451,1.21
50,10,7,test tabulisty,2006-11-23 14:37:18,180,75,1,3,4451,1.48
50,10,7,test tabulisty,2006-11-23 14:37:18,200,25,1,3,4477,0.52
50,10,7,test tabulisty,2006-11-23 14:37:20,200,50,1,3,4451,1.23
50,10,7,test tabulisty,2006-11-23 14:37:21,200,75,1,3,4451,1.46
50,10,8,test tabulisty,2006-11-23 14:37:22,0,25,1,3,4835,0.25
50,10,8,test tabulisty,2006-11-23 14:37:22,0,50,1,3,4835,0.47
50,10,8,test tabulisty,2006-11-23 14:37:23,0,75,1,3,4835,0.70
50,10,8,test tabulisty,2006-11-23 14:37:23,20,25,1,3,4835,0.24
50,10,8,test tabulisty,2006-11-23 14:37:24,20,50,1,3,4835,0.48
50,10,8,test tabulisty,2006-11-23 14:37:25,20,75,1,3,4835,0.71
50,10,8,test tabulisty,2006-11-23 14:37:25,40,25,1,3,4835,0.26
50,10,8,test tabulisty,2006-11-23 14:37:26,40,50,1,3,4835,0.54
50,10,8,test tabulisty,2006-11-23 14:37:27,40,75,1,3,4835,0.69
50,10,8,test tabulisty,2006-11-23 14:37:27,60,25,1,3,4835,0.26
50,10,8,test tabulisty,2006-11-23 14:37:28,60,50,1,3,4835,0.53
50,10,8,test tabulisty,2006-11-23 14:37:29,60,75,1,3,4699,1.32
50,10,8,test tabulisty,2006-11-23 14:37:30,80,25,1,3,4835,0.27
50,10,8,test tabulisty,2006-11-23 14:37:30,80,50,1,3,4835,0.50
50,10,8,test tabulisty,2006-11-23 14:37:32,80,75,1,3,4514,1.50
50,10,8,test tabulisty,2006-11-23 14:37:32,100,25,1,3,4835,0.27
50,10,8,test tabulisty,2006-11-23 14:37:33,100,50,1,3,4835,0.50
50,10,8,test tabulisty,2006-11-23 14:37:34,100,75,1,3,4518,1.38
50,10,8,test tabulisty,2006-11-23 14:37:35,120,25,1,3,4835,0.28
50,10,8,test tabulisty,2006-11-23 14:37:35,120,50,1,3,4835,0.50
50,10,8,test tabulisty,2006-11-23 14:37:37,120,75,1,3,4518,1.35
50,10,8,test tabulisty,2006-11-23 14:37:37,140,25,1,3,4835,0.28
50,10,8,test tabulisty,2006-11-23 14:37:38,140,50,1,3,4835,0.48
50,10,8,test tabulisty,2006-11-23 14:37:39,140,75,1,3,4518,1.39
50,10,8,test tabulisty,2006-11-23 14:37:40,160,25,1,3,4835,0.29
50,10,8,test tabulisty,2006-11-23 14:37:40,160,50,1,3,4835,0.50
50,10,8,test tabulisty,2006-11-23 14:37:42,160,75,1,3,4518,1.33
50,10,8,test tabulisty,2006-11-23 14:37:42,180,25,1,3,4835,0.29
50,10,8,test tabulisty,2006-11-23 14:37:43,180,50,1,3,4835,0.50
50,10,8,test tabulisty,2006-11-23 14:37:44,180,75,1,3,4518,1.38
50,10,8,test tabulisty,2006-11-23 14:37:45,200,25,1,3,4835,0.29
50,10,8,test tabulisty,2006-11-23 14:37:45,200,50,1,3,4835,0.49
50,10,8,test tabulisty,2006-11-23 14:37:47,200,75,1,3,4518,1.37
50,10,9,test tabulisty,2006-11-23 14:37:47,0,25,1,3,4574,0.30
50,10,9,test tabulisty,2006-11-23 14:37:48,0,50,1,3,4574,0.50
50,10,9,test tabulisty,2006-11-23 14:37:49,0,75,1,3,4574,0.76
50,10,9,test tabulisty,2006-11-23 14:37:49,20,25,1,3,4574,0.30
50,10,9,test tabulisty,2006-11-23 14:37:50,20,50,1,3,4574,0.52
50,10,9,test tabulisty,2006-11-23 14:37:51,20,75,1,3,4574,0.73
50,10,9,test tabulisty,2006-11-23 14:37:51,40,25,1,3,4574,0.30
50,10,9,test tabulisty,2006-11-23 14:37:52,40,50,1,3,4574,0.54
50,10,9,test tabulisty,2006-11-23 14:37:53,40,75,1,3,4574,0.74
50,10,9,test tabulisty,2006-11-23 14:37:53,60,25,1,3,4574,0.30
50,10,9,test tabulisty,2006-11-23 14:37:54,60,50,1,3,4574,0.52
50,10,9,test tabulisty,2006-11-23 14:37:55,60,75,1,3,4387,1.28
50,10,9,test tabulisty,2006-11-23 14:37:55,80,25,1,3,4574,0.30
50,10,9,test tabulisty,2006-11-23 14:37:56,80,50,1,3,4574,0.52
50,10,9,test tabulisty,2006-11-23 14:37:58,80,75,1,3,4330,2.03
50,10,9,test tabulisty,2006-11-23 14:37:59,100,25,1,3,4574,0.29
50,10,9,test tabulisty,2006-11-23 14:37:59,100,50,1,3,4574,0.50
50,10,9,test tabulisty,2006-11-23 14:38:02,100,75,1,3,4205,2.40
50,10,9,test tabulisty,2006-11-23 14:38:02,120,25,1,3,4574,0.30
50,10,9,test tabulisty,2006-11-23 14:38:03,120,50,1,3,4574,0.53
50,10,9,test tabulisty,2006-11-23 14:38:05,120,75,1,3,4277,1.78
50,10,9,test tabulisty,2006-11-23 14:38:05,140,25,1,3,4574,0.28
50,10,9,test tabulisty,2006-11-23 14:38:06,140,50,1,3,4574,0.49
50,10,9,test tabulisty,2006-11-23 14:38:07,140,75,1,3,4287,1.70
50,10,9,test tabulisty,2006-11-23 14:38:08,160,25,1,3,4574,0.28
50,10,9,test tabulisty,2006-11-23 14:38:08,160,50,1,3,4574,0.48
50,10,9,test tabulisty,2006-11-23 14:38:10,160,75,1,3,4287,1.73
50,10,9,test tabulisty,2006-11-23 14:38:11,180,25,1,3,4574,0.28
50,10,9,test tabulisty,2006-11-23 14:38:11,180,50,1,3,4574,0.50
50,10,9,test tabulisty,2006-11-23 14:38:13,180,75,1,3,4287,1.66
50,10,9,test tabulisty,2006-11-23 14:38:14,200,25,1,3,4574,0.28
50,10,9,test tabulisty,2006-11-23 14:38:14,200,50,1,3,4574,0.49
50,10,9,test tabulisty,2006-11-23 14:38:16,200,75,1,3,4287,1.66
